id,Product ID,Tool wear [min],Machine failure,Air temperature [K]
492,L48770,146,0,298.1
493,L49833,154,0,299.7
495,L55273,7,0,300.2
497,L53850,210,0,301.5
499,L49267,14,0,299.4
500,L55003,158,0,299.9
502,L54258,57,0,300.7
503,L47778,174,0,297.6
504,L47327,17,0,298.4
505,L52933,48,0,302.4
507,L56196,212,1,297.3
510,L49974,68,0,300.4
511,L49720,89,0,299.1
512,L48899,87,0,298.2
515,L56664,195,0,298.9
516,L48463,94,0,298.3
517,L56246,124,0,297.2
518,L56226,67,0,297.4
521,L47398,144,0,298.3
524,L49103,11,0,298.0
526,L49286,9,0,299.4
527,L52588,15,0,302.7
528,L48301,96,0,296.7
529,L48485,17,0,299.0
531,L49078,30,0,298.0
532,L47758,2,0,297.8
533,L56403,50,0,297.9
535,L52897,167,0,302.2
536,L54769,5,0,300.4
537,L55439,174,0,299.0
538,L53368,35,0,301.0
542,L56262,152,0,297.2
543,L49927,175,0,299.7
544,L51200,210,0,302.1
547,L51191,174,0,302.3
548,L47585,186,0,297.4
550,L47574,127,0,297.4
553,L56352,193,0,297.7
554,L50146,112,0,300.6
555,L53702,42,0,301.2
556,L50983,60,0,302.2
557,L55882,104,0,297.2
558,L48850,23,0,298.1
560,L49915,147,0,299.7
561,L52183,107,0,303.7
562,L55124,7,0,300.8
565,L49948,196,0,300.0
566,L53393,80,0,300.9
567,L49181,11,0,298.4
568,L56667,35,0,298.9
569,L49260,202,0,299.3
570,L56276,204,0,297.2
572,L54148,114,0,300.9
574,L50995,91,0,302.2
575,L50166,125,0,300.6
576,L53239,156,0,300.9
577,L50584,108,0,301.3
580,L56318,106,0,297.6
581,L50812,50,0,302.1
582,L47663,161,0,297.4
583,L47992,168,0,296.8
584,L56909,145,0,298.7
585,L56398,103,0,297.7
587,L47585,186,0,297.3
590,L47988,145,0,296.9
591,L54679,0,0,300.3
592,L56466,79,0,298.2
593,L47909,201,0,297.3
594,L48477,152,0,298.8
595,L55015,189,0,300.1
597,L49124,63,0,298.1
599,L54959,193,0,300.3
601,L47406,97,0,298.3
602,L57121,94,0,298.4
603,L49216,96,0,298.8
604,L56140,75,0,297.3
605,L53962,64,0,301.3
606,L56553,21,0,298.0
608,L50042,242,0,300.6
609,L50490,90,0,301.3
611,L49268,22,0,299.5
612,L54473,24,0,300.1
613,L55678,144,0,298.4
614,L47253,141,0,299.0
615,L52042,81,0,303.5
617,L54217,64,0,300.7
618,L56199,0,0,297.4
620,L55251,113,0,300.5
622,L54260,0,0,300.7
623,L54630,9,0,300.3
625,L56447,28,0,298.2
626,L48886,111,0,298.0
630,L56037,26,0,297.7
631,L54541,52,0,299.5
632,L53257,137,0,300.9
633,L51916,5,0,303.2
634,L56333,136,0,297.5
636,L53273,18,0,301.0
637,L55265,143,0,300.2
638,L54694,14,0,300.4
639,L56318,5,0,297.6
640,L55754,114,0,297.6
641,L54363,192,0,300.2
642,L50587,155,0,301.2
643,L48768,11,0,298.2
645,L55044,33,0,300.5
646,L49637,106,0,299.1
647,L50157,101,0,300.5
648,L53319,142,0,301.0
650,L56134,96,0,297.3
652,L55256,119,0,300.3
653,L49421,188,0,299.2
654,L55163,107,0,301.0
655,L53595,187,0,300.2
657,L55605,172,0,299.1
658,L47637,103,0,297.4
659,L50101,149,0,300.8
660,L51070,59,0,302.2
661,L53258,203,1,300.8
663,L49019,171,0,297.7
664,L47786,40,0,297.9
666,L48317,114,0,297.3
667,L53528,172,0,300.2
668,L51715,166,0,302.4
669,L54857,146,0,300.5
670,L51979,100,0,303.5
671,L53754,181,0,301.4
672,L56945,98,0,298.8
673,L55141,57,0,301.0
674,L53886,70,0,301.4
675,L50924,126,0,302.3
676,L51254,99,0,301.9
679,L53373,49,0,301.0
680,L50962,23,0,302.2
682,L52509,217,0,302.7
683,L49407,170,0,299.3
687,L55501,0,0,298.7
691,L50310,27,0,300.1
692,L54297,127,0,300.9
693,L53445,19,0,300.8
694,L55124,10,0,300.8
695,L53866,19,0,301.7
697,L53270,20,0,300.9
699,L47786,40,0,297.9
700,L52823,188,0,302.5
701,L53629,69,0,300.3
703,L51548,150,0,302.0
704,L50018,166,0,300.3
705,L50999,127,0,302.2
706,L48282,15,0,296.8
707,L53629,69,0,300.8
708,L50104,179,0,300.7
709,L55041,25,0,300.5
710,L54338,184,0,300.2
712,L53940,0,0,301.5
714,L53142,125,0,300.5
715,L55343,135,0,299.7
716,L53104,15,0,300.3
717,L49759,20,0,299.3
718,L55921,126,0,297.3
719,L47349,19,0,298.4
720,L50302,30,0,300.0
721,L48895,87,0,298.2
722,L55886,153,0,297.2
724,L49327,174,0,299.4
725,L56384,68,0,297.9
728,L49054,94,0,298.3
729,L56589,92,0,297.9
730,L55969,137,0,297.4
732,L53450,92,0,301.2
734,L54318,130,0,300.6
735,L50373,0,0,300.0
736,L56990,153,0,298.4
738,L56927,187,0,298.8
740,L50756,202,0,301.8
742,L53561,106,0,300.2
743,L55282,182,0,300.3
745,L51284,5,1,302.0
746,L57110,13,0,298.3
747,L48138,74,0,295.8
748,L56161,126,0,297.0
751,L55846,37,0,297.5
753,L48790,64,0,297.8
754,L49185,20,0,298.5
756,L53415,157,0,301.0
758,L53138,57,0,300.6
759,L50406,24,0,300.5
760,L52163,203,0,303.8
762,L50848,137,0,302.3
763,L48362,23,0,297.3
764,L56349,186,0,297.7
765,L50074,85,0,300.6
766,L53793,64,0,301.7
767,L55928,126,0,297.4
768,L49591,194,0,299.0
769,L55265,143,0,300.2
770,L52885,137,0,302.3
771,L53140,174,0,300.6
772,L52038,118,0,303.7
773,L48818,104,0,297.9
774,L54409,153,0,299.8
775,L49912,138,0,299.7
776,L54241,155,0,300.6
777,L56331,96,0,297.6
778,L48595,203,0,298.7
779,L52041,109,0,303.7
780,L56664,150,0,298.9
781,L55652,106,0,298.5
782,L55271,153,0,300.2
783,L49054,119,0,298.4
784,L56277,206,0,297.3
787,L55704,10,0,298.3
788,L51135,28,0,302.3
790,L50232,35,0,300.1
791,L52388,9,0,303.8
793,L52413,29,0,303.6
794,L53307,107,0,300.8
796,L56681,15,0,299.2
797,L51773,28,0,303.0
798,L49061,118,0,298.0
800,L47912,45,0,297.2
801,L51737,9,0,302.7
802,L47355,53,0,298.2
804,L51097,137,0,302.6
805,L51173,96,0,302.2
806,L53269,12,0,300.9
809,L53022,37,0,301.4
810,L55348,148,0,299.7
813,L55663,108,0,298.2
814,L57142,87,0,298.2
815,L51979,170,0,303.5
817,L55656,78,0,298.5
818,L50029,207,0,300.4
819,L54805,76,0,300.6
820,L52661,191,0,302.6
821,L55270,153,0,300.1
822,L51211,229,0,302.0
823,L53339,194,0,301.0
824,L47230,143,0,298.9
826,L49988,109,0,299.9
828,L54888,0,0,300.5
829,L51247,78,0,301.9
830,L54529,30,0,299.5
831,L47356,39,0,298.2
832,L56697,0,0,299.0
833,L50548,201,0,301.4
834,L53013,114,0,301.3
836,L56456,49,0,298.2
837,L48567,131,0,298.8
838,L56634,114,0,298.4
839,L50398,126,0,300.6
842,L54167,163,0,300.7
843,L53078,174,0,301.0
844,L53154,159,0,300.5
845,L49274,28,0,299.5
846,L55590,132,0,298.5
847,L55358,176,0,299.5
848,L47183,7,0,298.2
849,L48758,186,0,298.2
852,L51284,199,0,302.1
853,L52942,68,0,301.8
854,L51560,223,0,301.9
855,L54348,56,0,300.3
856,L52526,92,0,303.4
857,L55993,125,0,297.1
858,L47720,0,0,297.4
859,L50373,2,0,300.0
860,L55669,121,0,298.4
861,L49551,168,0,299.3
862,L53193,38,0,300.7
863,L56319,108,0,297.5
864,L53528,19,0,300.1
868,L49421,197,0,299.2
869,L49410,173,0,299.7
870,L54339,186,0,300.1
873,L56639,123,0,298.4
874,L47523,28,0,297.4
878,L50586,113,0,301.2
879,L47706,55,0,297.6
880,L48260,188,0,297.0
881,L49693,25,0,298.9
882,L48358,158,0,297.3
884,L48858,215,0,298.0
885,L56763,15,0,299.4
886,L56084,0,0,297.4
888,L50551,196,1,301.4
889,L49782,149,0,299.4
890,L53728,119,0,301.4
891,L52638,0,0,303.1
892,L48329,162,0,297.2
893,L54595,188,0,300.0
894,L55376,217,0,299.4
896,L52888,64,0,302.2
897,L54719,76,0,300.2
898,L53862,9,0,301.5
902,L52052,107,0,303.7
904,L47256,206,0,298.8
905,L53060,129,0,301.5
906,L50355,179,0,300.1
907,L53966,0,0,301.2
908,L53450,30,0,300.9
909,L55753,130,0,297.6
910,L48490,192,0,298.9
911,L47790,58,0,296.9
912,L50526,174,0,301.3
913,L50935,156,0,302.3
914,L47982,106,0,296.9
915,L50343,150,0,300.4
916,L48449,196,0,298.1
917,L48306,111,0,296.9
918,L48607,4,0,298.7
920,L49857,141,0,299.8
921,L50162,117,0,300.6
922,L50508,129,0,301.6
924,L56474,95,0,298.2
925,L48969,9,0,298.6
926,L56303,68,0,297.4
927,L55605,98,0,299.1
929,L47589,2,0,297.5
930,L47230,143,0,298.8
931,L53631,73,0,300.7
935,L56746,179,0,299.8
936,L48247,153,0,296.9
937,L48953,27,0,298.0
938,L56267,146,0,297.2
939,L49762,193,0,299.2
942,L53973,197,0,301.3
944,L50501,112,0,301.4
947,L53382,12,0,301.0
948,L49958,35,0,300.2
949,L53754,181,0,301.4
950,L53525,13,0,300.0
951,L49868,33,0,299.9
953,L51184,157,0,302.1
954,L55273,160,0,300.2
956,L49320,158,0,299.3
959,L56583,177,0,297.7
960,L54642,119,0,300.0
961,L48634,85,0,299.0
962,L54758,171,0,300.4
963,L54574,160,0,299.8
964,L56253,57,0,297.2
965,L54160,17,0,300.7
966,L51125,0,0,302.2
968,L50840,85,0,302.2
969,L56411,98,0,298.2
971,L55669,64,0,298.4
973,L50249,108,0,300.0
974,L53490,133,0,300.9
976,L51970,145,0,303.8
977,L47594,207,0,297.4
978,L57070,7,0,298.8
979,L55886,39,0,297.2
980,L51040,171,0,302.5
981,L56320,110,0,297.5
983,L56275,202,0,297.3
985,L54641,53,0,300.3
986,L53876,39,0,301.7
987,L54970,71,0,300.1
989,L55579,160,0,298.5
990,L47257,204,0,299.1
992,L54126,57,0,300.7
995,L53301,96,0,301.0
996,L55930,148,0,297.5
998,L55277,172,0,300.3
999,L48290,62,0,296.5
1001,L48951,192,0,298.4
1002,L56209,23,0,297.4
1004,L54713,58,0,300.1
1005,L53854,114,0,301.4
1006,L53263,214,0,300.9
1007,L48236,74,0,296.8
1008,L52049,170,0,303.7
1009,L48470,113,0,298.0
1010,L56304,70,0,297.4
1013,L53554,5,0,300.1
1014,L56424,155,0,298.2
1015,L55058,60,0,300.7
1017,L54243,160,0,300.7
1023,L56786,44,0,298.9
1024,L55982,73,0,297.4
1025,L52763,42,0,302.6
1026,L54345,176,0,300.2
1027,L51819,212,1,303.1
1028,L49185,92,0,298.5
1029,L47958,98,0,296.7
1030,L48836,68,0,298.5
1031,L48496,148,0,299.0
1032,L53257,201,0,300.9
1034,L53208,179,0,300.6
1035,L53139,59,0,300.7
1036,L53007,0,0,301.2
1037,L48449,73,0,298.7
1039,L49170,5,0,298.2
1040,L51588,22,0,301.4
1042,L53139,12,0,300.6
1046,L55512,60,0,298.9
1047,L56847,179,0,299.2
1048,L49449,176,0,299.3
1050,L47792,53,0,298.1
1053,L52299,106,0,304.1
1055,L51382,172,0,302.0
1056,L51373,184,0,302.4
1057,L55342,133,0,299.7
1058,L48706,27,0,298.2
1061,L53891,9,0,301.6
1062,L53940,173,0,301.5
1063,L49001,155,0,298.1
1067,L50907,81,0,302.3
1068,L48663,153,0,298.0
1069,L54385,87,0,299.8
1070,L51851,38,0,303.5
1071,L56310,83,0,297.6
1073,L56162,124,0,297.0
1077,L53315,129,0,301.0
1078,L48306,111,0,296.8
1079,L54285,94,0,300.9
1080,L47748,171,0,297.8
1081,L55707,16,0,298.4
1082,L56874,58,0,298.9
1083,L48917,54,0,298.4
1085,L48256,7,0,296.8
1086,L47502,192,0,297.8
1087,L47758,198,0,297.8
1088,L53953,33,0,301.3
1089,L54380,94,0,300.0
1090,L51052,0,0,302.7
1092,L55006,165,0,299.8
1095,L53421,171,0,301.1
1097,L54261,98,0,300.7
1099,L49478,132,0,299.3
1100,L47853,209,0,297.6
1101,L50120,206,0,300.7
1102,L49565,130,0,299.1
1103,L47303,135,0,298.9
1104,L55442,184,0,299.1
1105,L49766,202,0,299.0
1108,L52463,106,0,303.8
1110,L54801,33,0,300.5
1112,L51740,15,0,302.7
1113,L50030,209,0,300.4
1119,L50597,24,0,301.6
1121,L54167,98,0,300.7
1122,L56289,9,0,297.5
1123,L48027,215,0,296.4
1124,L53172,213,0,300.8
1127,L53042,26,0,301.4
1128,L50306,46,0,300.1
1129,L48588,58,0,298.9
1130,L56322,171,0,297.6
1131,L52079,219,0,303.6
1132,L54877,29,0,300.5
1137,L49588,124,0,299.0
1138,L49645,124,0,298.9
1139,L48409,153,0,297.1
1140,L56289,32,0,297.5
1142,L47988,113,0,297.6
1143,L54921,153,0,300.5
1144,L56393,90,0,298.0
1147,L48638,95,0,298.9
1148,L49550,89,0,299.2
1149,L52339,119,0,304.2
1151,L56574,156,0,297.7
1155,L52206,100,0,303.9
1156,L52240,198,0,304.0
1157,L53122,80,0,300.7
1158,L47885,109,0,297.7
1159,L51622,164,0,302.5
1160,L55559,49,0,298.7
1161,L55886,39,0,297.2
1163,L55061,79,0,300.8
1165,L47375,89,0,298.3
1166,L48449,48,0,298.1
1168,L52830,76,0,302.5
1169,L48432,15,0,297.5
1170,L50631,0,0,301.6
1171,L47792,198,0,298.1
1172,L56364,15,0,297.9
1174,L55199,193,0,301.0
1176,L51654,8,0,302.8
1178,L48693,9,0,298.2
1179,L53076,153,0,301.1
1181,L56495,141,0,298.5
1182,L50511,146,0,301.4
1183,L47988,120,0,296.9
1187,L51284,169,0,302.1
1189,L52070,146,0,303.8
1190,L52567,216,0,302.8
1191,L56322,0,0,297.6
1192,L50263,141,0,300.1
1193,L49352,15,0,299.5
1194,L54409,5,0,299.8
1195,L47278,126,0,298.9
1196,L53153,157,0,300.5
1197,L55163,109,0,301.0
1198,L53199,2,0,300.7
1199,L56352,49,0,297.7
1201,L54272,192,0,300.7
1204,L49087,180,0,297.9
1206,L50216,26,0,300.4
1207,L57048,96,0,298.5
1208,L47529,41,0,297.6
1209,L50936,152,0,302.3
1211,L54014,190,0,301.1
1212,L48727,80,0,298.4
1213,L56204,14,0,297.4
1214,L56220,54,0,297.3
1215,L48812,129,0,297.9
1216,L56909,148,0,298.8
1217,L52260,49,0,304.2
1220,L52041,108,0,303.5
1221,L55384,10,0,299.2
1222,L55979,202,0,297.3
1223,L52882,150,0,302.4
1225,L53984,114,0,301.0
1226,L52146,170,0,303.9
1227,L52954,100,0,301.6
1230,L50603,155,0,301.5
1231,L49089,184,0,298.0
1232,L56220,2,0,297.3
1233,L54326,152,0,300.4
1234,L47698,45,0,297.6
1235,L55141,64,0,301.0
1236,L48510,214,0,298.7
1240,L53368,127,0,301.0
1241,L55589,114,0,298.5
1242,L47711,68,0,297.5
1243,L48798,55,0,297.8
1244,L47576,14,0,297.4
1245,L50201,131,0,300.5
1246,L49952,12,0,299.8
1247,L51963,125,0,303.7
1248,L52992,193,0,301.4
1250,L48368,36,0,297.3
1251,L54274,0,0,300.6
1252,L53335,17,0,301.0
1256,L49407,24,0,299.5
1258,L55961,15,0,297.6
1259,L51518,48,0,301.8
1261,L54274,9,0,300.6
1262,L53955,42,0,301.3
1267,L53971,189,0,301.2
1268,L48589,188,0,298.9
1269,L50548,13,0,301.5
1270,L55475,104,0,298.9
1272,L52380,158,0,303.8
1273,L52889,149,0,302.4
1275,L52168,33,0,303.8
1276,L54452,40,0,300.2
1277,L48157,169,0,296.3
1279,L55420,101,0,298.7
1281,L48894,176,0,298.2
1282,L55860,181,0,297.2
1283,L56712,91,0,299.2
1286,L55889,41,0,297.4
1287,L51970,146,0,303.7
1288,L52158,198,0,303.6
1289,L48328,162,0,297.1
1290,L54170,160,0,300.7
1291,L57146,149,0,298.3
1292,L53822,76,0,301.6
1293,L50490,126,0,301.3
1295,L52062,141,0,303.7
1296,L56930,197,0,298.7
1297,L57140,141,0,298.2
1299,L47319,2,0,298.8
1300,L55975,163,0,297.2
1302,L55603,168,0,299.0
1303,L56878,186,0,298.9
1304,L56345,173,0,297.6
1307,L48231,110,0,296.6
1308,L49442,23,0,299.1
1309,L51562,59,0,301.8
1310,L47765,177,0,297.4
1311,L52329,19,0,304.3
1312,L51565,233,0,301.8
1313,L54515,181,0,299.8
1314,L48789,91,0,297.7
1315,L50365,43,0,300.1
1316,L48677,96,0,298.0
1319,L55475,41,0,298.9
1320,L55277,15,0,300.3
1321,L50445,193,0,301.3
1323,L52162,209,0,303.7
1324,L47901,134,0,297.5
1327,L47892,192,0,297.5
1328,L56661,183,0,298.9
1330,L47314,138,0,298.8
1332,L56970,84,0,298.5
1333,L51441,2,0,302.6
1334,L56691,37,0,298.9
1338,L55265,7,0,300.2
1342,L56352,193,0,297.7
1343,L48956,32,0,298.2
1344,L55411,139,0,299.1
1346,L55013,185,0,300.0
1347,L54388,94,0,299.8
1348,L50935,102,0,302.2
1351,L54763,189,0,300.3
1353,L54023,205,0,301.3
1355,L53343,198,0,300.8
1356,L54004,164,0,300.9
1357,L47674,199,0,297.6
1359,L48322,101,0,296.9
1360,L51242,68,0,302.0
1361,L53307,109,0,300.9
1362,L56255,150,0,297.3
1363,L56242,0,0,297.2
1364,L56218,186,0,297.3
1367,L55922,128,0,297.4
1368,L55282,187,0,300.3
1370,L54184,119,0,300.5
1371,L53162,186,0,300.7
1373,L56054,70,0,298.1
1374,L50660,5,0,301.9
1375,L55119,223,0,300.8
1376,L53818,152,0,301.5
1377,L52399,27,0,303.8
1378,L55663,94,0,298.3
1379,L50969,18,0,302.3
1380,L56497,150,0,298.0
1383,L53616,74,0,300.4
1384,L52850,47,0,302.2
1385,L56352,193,0,297.7
1387,L55164,111,0,301.2
