id,Product ID,Tool wear [min],Machine failure,Air temperature [K]
112256,L50930,141,0,302.2
81019,L52327,11,0,304.3
52669,L55918,116,0,297.3
115613,L53986,119,0,301.0
48684,L52871,2,0,302.4
56165,L49187,25,0,298.6
92965,L56473,91,0,298.2
90920,L51377,59,0,302.5
32671,L56272,194,1,297.3
14125,L48358,23,0,297.3
57983,L47959,39,0,296.8
108778,L52771,63,0,302.5
78567,L55257,174,1,300.3
29120,L53906,118,0,301.5
16404,L56081,131,0,297.4
78832,L53480,137,0,300.9
120029,L50794,3,0,301.8
44772,L53934,195,1,301.8
134199,L50628,216,1,301.6
109834,L52140,156,1,303.9
129994,L48499,180,1,299.0
67735,L57152,168,1,298.6
12564,L53957,142,0,301.2
25517,L53237,5,0,300.8
24955,L49476,128,0,299.4
21635,L51357,114,0,302.5
119759,L55281,180,1,300.3
96001,L47359,45,0,298.2
97713,L54489,133,0,300.1
44375,L56376,0,0,298.0
102781,L47429,218,1,298.0
105046,L55266,145,0,300.2
13538,L47262,11,0,298.9
91611,L56532,35,0,298.2
87526,L54207,33,0,300.7
27290,L50644,87,0,301.6
84349,L54673,173,1,300.2
17018,L53250,44,0,300.9
83589,L56253,145,0,297.2
9743,L56269,15,0,297.2
76935,L48743,141,0,298.2
124345,L47850,202,1,297.6
8748,L47209,84,0,299.0
33611,L52042,114,0,303.5
3989,L49598,67,0,299.1
69201,L48407,0,0,297.1
93406,L54113,20,0,300.8
88793,L54698,17,0,300.3
55566,L55779,23,0,297.6
111674,L56548,72,0,298.4
80936,L48397,122,0,297.0
102257,L55123,148,0,300.7
51224,L57092,9,0,298.6
59063,L55429,107,0,299.0
14724,L53444,17,0,300.9
58057,L47396,142,0,298.3
25788,L52366,109,0,304.0
67328,L48324,24,0,297.3
129787,L49285,55,0,299.4
128868,L52131,134,0,303.7
114441,L49799,73,0,299.4
13525,L53590,180,1,300.4
75787,L49868,173,1,299.9
14347,L53146,142,0,300.3
104129,L56483,131,0,298.2
37118,L52712,96,0,302.4
121986,L47403,197,1,298.3
81238,L52413,29,0,303.7
49232,L57038,68,0,298.5
85232,L56694,46,0,299.0
5310,L57132,80,0,298.2
27897,L51355,210,1,302.3
477,L56161,124,0,297.0
17592,L54988,51,0,299.9
86529,L47586,130,0,297.4
132316,L47853,209,1,297.6
37681,L51358,49,0,302.5
114010,L51211,204,1,301.9
32227,L53157,158,1,300.6
13912,L48732,113,0,298.4
104547,L51281,166,1,301.9
81559,L49184,18,0,298.5
14528,L52110,88,0,303.4
123208,L49650,135,0,298.9
27432,L55763,154,1,297.4
13693,L51636,184,1,302.5
120038,L48531,53,0,298.8
6001,L56917,166,1,298.9
68979,L57029,44,0,298.6
28843,L53856,222,1,301.5
67271,L53296,142,0,300.8
68031,L52401,223,1,304.0
123176,L52524,92,0,303.4
31603,L53505,170,1,300.7
58857,L50658,60,0,301.8
32794,L55494,160,1,298.9
126420,L55918,14,0,297.6
31219,L53199,2,0,300.7
63431,L55447,162,1,299.2
71284,L48879,42,0,298.1
82222,L52888,202,1,302.3
36225,L53257,9,0,300.9
102688,L51210,227,1,302.0
88766,L53296,0,0,300.8
127494,L54333,172,1,300.2
92179,L50999,100,0,302.3
33205,L50722,31,0,301.8
27327,L50462,185,1,301.2
94268,L55414,143,0,299.2
26193,L53337,186,1,301.1
65980,L50608,39,0,301.6
106582,L52092,71,0,303.3
97677,L56642,153,1,298.5
7209,L48824,121,0,298.0
42343,L49563,123,0,299.3
48349,L48599,17,0,298.7
115340,L56305,70,0,297.4
128082,L50984,62,0,302.3
133784,L52004,144,0,303.4
80443,L52134,20,0,303.6
92212,L48531,49,0,298.8
8403,L56919,177,1,299.0
34856,L49840,188,1,299.8
13967,L50590,123,0,301.2
85635,L50562,23,0,301.3
83015,L54483,119,0,300.4
34510,L49181,11,0,298.4
79373,L56125,59,0,297.4
27593,L56251,127,0,297.0
28987,L49056,5,0,298.3
41153,L56033,72,0,297.7
99104,L55054,58,0,300.7
47623,L49509,213,1,299.3
122071,L52748,112,0,302.9
105295,L52588,15,0,302.6
71812,L47244,160,1,298.9
104575,L52494,119,0,303.9
129061,L56275,199,1,297.3
118263,L48241,9,0,296.7
92982,L55969,45,0,297.4
81650,L56709,84,0,299.1
86771,L49274,40,0,299.4
37046,L49381,71,0,299.8
116062,L47404,168,1,298.4
109844,L52706,99,0,302.5
30608,L47806,98,0,298.4
135418,L50783,188,1,301.7
8554,L49272,24,0,299.5
3486,L56414,17,0,298.3
21312,L56400,195,1,298.2
9378,L47461,158,1,298.2
6150,L56787,78,0,298.9
9939,L54183,206,1,300.5
127309,L50231,181,1,300.1
20861,L53373,49,0,301.0
49543,L47738,0,0,297.5
99788,L47668,131,0,297.4
35134,L51242,64,0,302.0
77014,L51645,201,1,302.6
32248,L53233,143,0,300.8
23814,L49042,176,1,297.9
102789,L52213,94,0,304.0
71891,L48789,56,0,297.7
75176,L51751,25,0,302.7
20696,L55405,37,0,299.1
29872,L55233,56,0,300.5
27626,L53822,101,0,301.5
76713,L50247,101,0,300.1
57324,L52315,171,1,304.3
91486,L53154,166,1,300.5
42854,L47690,54,0,298.1
98328,L51410,52,0,302.2
41152,L50273,173,1,300.0
19802,L55897,64,0,297.1
121851,L55861,114,0,297.2
40358,L55819,101,0,297.5
14236,L49319,158,1,299.3
53074,L53671,178,1,300.8
95205,L49612,204,1,298.9
99266,L47463,17,0,298.2
2040,L50178,155,1,300.6
70011,L53966,66,0,301.2
39012,L56838,7,0,299.1
61684,L54628,48,0,300.3
97240,L47380,103,0,298.4
23613,L53423,175,1,300.9
109464,L52083,0,0,303.6
8551,L52723,94,0,302.3
71532,L55040,7,0,300.5
41950,L50363,199,1,300.1
8119,L56514,203,1,298.4
56057,L48793,41,0,297.9
60451,L47936,227,1,296.8
54471,L56970,96,0,298.5
130203,L51252,90,0,301.9
8393,L56255,154,1,297.3
111078,L55475,30,0,298.9
131825,L56116,92,0,297.4
54307,L54777,9,0,300.5
70234,L50553,23,0,301.4
100839,L56772,39,0,299.0
51057,L55315,62,0,299.6
62025,L52330,9,0,304.2
45914,L51920,10,0,303.3
70752,L53996,143,0,300.9
14146,L48951,23,0,298.5
128482,L56528,26,0,298.2
49291,L53135,203,1,300.7
16077,L51636,184,1,302.3
34943,L55204,26,0,300.7
115972,L52622,97,0,303.1
78397,L55707,11,0,298.5
68454,L54447,28,0,300.5
130568,L56076,131,0,297.4
56942,L54854,202,1,300.5
60074,L53489,137,0,300.9
123815,L50447,197,1,301.3
83826,L51642,52,0,302.7
10483,L56446,26,0,298.2
29740,L50228,181,1,300.2
4564,L49250,184,1,299.6
111350,L51088,92,0,302.3
31382,L52887,148,0,302.4
124060,L47616,45,0,297.5
60949,L50753,119,0,301.8
67576,L56027,0,0,297.5
115854,L50816,60,0,302.1
133402,L50118,197,1,300.7
110679,L55646,0,0,298.7
88174,L53266,5,0,300.8
106155,L51859,90,0,303.6
24027,L51230,25,0,301.9
64001,L49832,195,1,299.9
46456,L50296,7,0,300.0
95898,L49571,142,0,299.2
59134,L48463,94,0,298.6
42886,L50797,12,0,301.8
104426,L56124,121,0,297.3
18712,L49794,65,0,299.4
47783,L50627,218,1,301.7
17379,L53758,190,1,301.4
131987,L49209,77,0,298.7
93649,L51222,15,0,302.0
46918,L56099,188,1,297.1
106212,L50755,119,0,301.7
46857,L56639,123,0,298.0
60821,L56907,141,0,298.8
33412,L51698,123,0,302.4
88285,L48248,155,1,296.9
97203,L52454,122,0,303.6
50077,L54773,208,1,300.2
70243,L53157,83,0,300.7
40835,L54833,149,0,300.4
74686,L50157,94,0,300.6
56673,L54385,87,0,299.8
2494,L50643,153,1,301.6
43522,L53257,201,1,300.9
53151,L56772,39,0,299.0
30549,L55789,2,0,297.4
98556,L51994,36,0,303.4
32137,L48406,146,0,297.1
94694,L48402,135,0,297.0
136021,L49990,113,0,299.8
11185,L48409,153,1,297.1
55071,L50599,144,0,301.6
72679,L55892,49,0,297.2
43395,L51885,127,0,303.4
104167,L51540,164,1,302.1
42490,L54445,24,0,300.4
96939,L53273,179,1,301.0
18584,L48402,139,0,297.0
20504,L52786,96,0,302.9
22623,L48576,153,1,299.0
89052,L55669,176,1,298.4
67950,L55073,112,0,300.9
88067,L54789,26,0,300.5
136143,L49224,118,0,299.3
125265,L50562,79,0,301.3
125319,L50498,2,0,301.5
20315,L50755,114,0,301.8
79627,L53121,117,0,300.7
92199,L56291,37,0,297.6
68287,L49255,173,1,299.5
1393,L51068,55,0,302.3
34758,L56424,168,1,298.5
46808,L52786,96,0,302.9
8172,L50228,53,0,300.2
84011,L55937,162,1,297.5
61861,L48641,101,0,298.9
88603,L53128,0,0,300.7
86642,L53945,11,0,301.3
51030,L50364,201,1,300.2
82438,L48542,64,0,298.9
41143,L54230,150,0,300.6
819,L54805,76,0,300.6
132978,L56078,112,0,297.4
25959,L53269,12,0,300.9
82681,L51585,53,0,302.4
56044,L50190,187,1,300.4
36127,L49537,98,0,299.2
104135,L54561,101,0,300.0
16376,L49959,34,0,300.0
79424,L48256,76,0,296.9
78877,L49797,127,0,299.4
18033,L51349,108,0,302.3
115032,L49308,128,0,299.3
15772,L48021,7,0,296.6
105066,L55516,143,0,298.9
45520,L48633,113,0,299.0
129608,L50140,55,0,300.8
67233,L48016,185,1,296.6
92015,L53757,188,1,301.4
24128,L47617,49,0,297.4
96696,L55127,203,1,300.8
62495,L49899,108,0,299.8
44445,L55273,139,0,300.2
44710,L48733,202,1,298.5
98190,L48241,104,0,296.7
69752,L51697,98,0,302.4
43247,L56921,177,1,298.8
2277,L48892,53,0,298.2
132053,L52724,92,0,302.3
1105,L49766,202,1,299.0
15968,L56456,108,0,298.3
68124,L52762,40,0,302.5
11059,L50786,194,1,301.7
50200,L55982,33,0,297.4
90959,L54707,40,0,300.1
129838,L55754,114,0,297.6
52840,L53650,127,0,300.5
14748,L48061,99,0,295.8
72407,L50784,190,1,301.8
39412,L51650,0,0,302.7
49643,L56948,116,0,298.9
125553,L51890,164,1,303.5
32344,L56231,79,0,297.4
48762,L54023,213,1,301.3
96501,L52786,96,0,302.9
74403,L56759,4,0,299.5
70108,L56131,59,0,297.3
79538,L55459,209,1,298.8
62279,L54329,0,0,300.2
135582,L52914,206,1,302.3
88187,L49674,207,1,299.1
42307,L56984,139,0,298.5
34153,L55567,73,0,298.8
94962,L52596,9,0,302.6
49271,L57125,101,0,298.3
11098,L51816,210,1,303.1
72524,L54258,57,0,300.7
68646,L53205,179,1,300.9
70505,L49734,185,1,299.3
134876,L53839,180,1,301.4
46463,L51281,163,1,301.9
12979,L51028,178,1,302.6
100213,L52898,169,1,302.4
110931,L50301,45,0,300.2
110976,L53333,177,1,301.0
34984,L49052,90,0,298.3
48204,L49504,201,1,299.3
88379,L55037,15,0,300.5
10784,L54367,44,0,300.4
19313,L56030,6,0,297.5
131854,L54590,188,1,299.9
25520,L55015,32,0,300.0
87651,L54276,21,0,300.6
108747,L53110,50,0,300.3
105604,L50651,96,0,301.8
33224,L53380,124,0,301.0
2775,L53915,148,0,301.6
112564,L49959,19,0,300.3
114900,L49927,175,1,299.7
77141,L56257,154,1,297.3
55038,L49827,156,1,300.0
102325,L48929,171,1,298.4
70201,L53023,39,0,301.5
32124,L55040,27,0,300.5
95822,L47544,86,0,297.6
28538,L55158,158,1,301.2
132512,L50723,33,0,301.8
116494,L50489,90,0,301.3
68123,L55161,2,0,301.0
79136,L49414,59,0,299.4
19831,L54333,172,1,300.2
94688,L47589,196,1,297.4
72387,L48685,208,1,298.0
35033,L54168,165,1,300.7
116085,L56199,0,0,297.3
48471,L53516,173,1,300.2
110921,L53071,157,1,301.4
24775,L56642,131,0,298.6
120222,L51449,152,1,302.6
8079,L53505,153,1,300.7
99531,L54592,181,1,299.9
54814,L47498,127,0,297.8
25778,L53886,127,0,301.4
68372,L49504,148,0,299.4
52836,L51528,131,0,301.9
52600,L56443,26,0,298.1
104771,L49531,147,0,299.2
118428,L48836,156,1,298.2
87752,L51069,57,0,302.4
120059,L56713,137,0,299.3
51197,L47655,156,1,297.4
52781,L54248,173,1,300.8
21283,L49341,85,0,299.6
55936,L54784,21,0,300.5
32678,L54088,119,0,300.9
114395,L55717,41,0,298.6
34517,L51244,9,0,302.0
3348,L50550,106,0,301.4
52792,L49078,157,1,297.8
65232,L53353,0,0,301.0
118962,L50021,185,1,300.3
65802,L49216,96,0,298.8
61275,L52694,63,0,302.8
71836,L54470,171,1,300.3
64586,L47668,186,1,297.4
31488,L53933,195,1,301.6
88336,L49114,140,0,298.1
29291,L54220,0,0,300.6
134333,L52285,115,0,304.1
19735,L50996,93,0,302.1
102463,L47384,112,0,298.4
58786,L51250,0,0,302.0
71042,L53815,5,0,301.5
39681,L53606,12,0,300.2
62294,L54676,177,1,300.2
35949,L55270,162,1,300.2
10941,L55556,42,0,298.8
117778,L48446,175,1,298.0
23505,L48964,45,0,298.2
129037,L48960,46,0,298.5
99365,L55897,64,0,297.2
34361,L50592,158,1,301.4
14490,L56256,152,1,297.2
29113,L51708,147,0,302.5
57248,L49314,119,0,299.3
115356,L48731,111,0,298.4
76710,L53141,123,0,300.3
109886,L53941,2,0,301.5
63393,L49082,33,0,298.0
70352,L50755,46,0,301.8
23132,L53629,104,0,300.6
111144,L56358,12,0,297.9
77554,L48120,33,0,295.4
9748,L56773,42,0,299.1
38878,L50351,170,1,300.4
121787,L56064,99,0,298.0
39561,L53258,7,0,300.8
83303,L48543,66,0,298.6
136364,L49879,57,0,299.9
9190,L53413,146,0,301.2
4538,L55275,167,1,300.2
30812,L56100,199,1,297.3
65367,L51159,130,0,302.3
52072,L56102,194,1,297.1
48848,L52141,141,0,303.9
8988,L47438,17,0,298.0
34431,L55134,33,0,301.0
62148,L50873,205,1,302.1
31012,L51169,113,0,302.2
79366,L52041,114,0,303.5
114266,L54116,24,0,300.6
115452,L56202,7,0,297.4
89343,L54126,74,0,300.7
9529,L48198,28,0,296.2
57640,L50574,164,1,301.6
30668,L50120,155,1,300.9
69372,L51247,73,0,301.9
111851,L50227,51,0,300.2
69789,L52626,161,1,302.7
13392,L56225,141,0,297.3
51206,L54673,173,1,300.2
110633,L49086,98,0,298.0
61573,L52034,92,0,303.7
49972,L53600,5,0,300.3
74001,L54051,71,0,301.0
76037,L52401,20,0,303.9
54275,L51025,52,0,302.7
6983,L49763,195,1,299.2
62366,L53973,86,0,301.3
125178,L53893,109,0,301.5
92595,L55851,157,1,297.5
115038,L48890,130,0,297.9
83628,L51441,135,0,302.7
110145,L53131,102,0,300.7
102375,L51587,92,0,302.3
125561,L53736,143,0,301.5
110460,L57089,2,0,298.5
124922,L56602,19,0,298.1
6330,L56868,44,0,299.1
132265,L53987,7,0,301.0
60814,L48945,98,0,298.5
136170,L50554,25,0,301.5
379,L49990,113,0,300.4
60184,L55512,136,0,298.8
90071,L47936,219,1,296.8
71632,L54276,21,0,300.6
47615,L52982,166,1,301.4
99367,L53257,201,1,300.9
28282,L47555,113,0,297.4
11526,L56448,30,0,298.2
48197,L54543,74,0,299.5
25110,L48953,27,0,298.3
71060,L52246,8,0,304.1
82491,L55839,0,0,297.5
133752,L55912,127,0,297.4
77656,L55051,168,1,300.6
11867,L52155,17,0,303.7
6655,L50017,178,1,300.3
5020,L53056,44,0,301.5
2466,L54146,37,0,300.7
42621,L56451,104,0,298.1
115245,L53450,30,0,300.9
56741,L56915,157,1,299.0
10977,L47437,13,0,298.0
127213,L56839,199,1,299.1
51178,L53771,106,0,301.5
82705,L48858,212,1,298.0
114528,L54368,46,0,300.3
119819,L53660,151,1,300.8
24891,L49571,142,0,299.2
124387,L56906,135,0,298.8
25667,L53041,84,0,301.3
95184,L55088,155,1,300.7
106001,L56275,202,1,297.3
99072,L51202,43,0,301.9
58562,L49631,37,0,299.1
9922,L50508,92,0,301.6
3960,L50106,163,1,300.7
173,L48259,100,0,297.0
53016,L56108,166,1,297.4
11450,L56642,131,0,298.6
131892,L55379,225,1,299.2
27318,L48886,176,1,298.2
98677,L56472,91,0,298.5
53425,L51419,75,0,302.3
36116,L49188,9,0,298.5
114619,L55204,217,1,300.9
6327,L56176,196,1,297.2
18166,L54292,65,0,300.9
49769,L54755,164,1,300.4
40709,L48224,92,0,296.5
24159,L54784,24,0,300.5
38203,L51962,123,0,303.8
55682,L53852,214,1,301.5
42751,L57139,204,1,298.4
136145,L56944,9,0,298.5
122768,L48256,177,1,296.9
73509,L55683,176,1,298.5
30572,L54542,126,0,299.7
11821,L55051,52,0,300.2
58177,L51791,148,0,303.0
126311,L55763,154,1,297.4
32020,L53535,76,0,300.1
44019,L50579,94,0,301.4
43251,L49086,174,1,297.9
56168,L56661,125,0,298.9
20003,L54337,182,1,300.6
74531,L50027,202,1,300.4
48669,L56196,212,1,297.3
66208,L50195,181,1,300.8
53155,L49102,37,0,298.0
1308,L49442,23,0,299.1
11335,L56816,158,1,299.2
128934,L53233,140,0,300.9
81955,L56884,80,0,298.9
4736,L55025,210,1,300.2
125218,L53974,15,0,301.3
40810,L52899,104,0,302.2
120800,L52417,38,0,303.8
1626,L53689,61,0,301.1
52582,L52784,119,0,302.9
57954,L54167,163,1,300.7
77416,L55142,59,0,301.0
94889,L56713,95,0,299.2
103612,L47365,61,0,298.2
24796,L56774,43,0,299.2
90486,L50872,22,0,302.1
51774,L53484,119,0,301.1
97352,L48869,197,1,297.8
72778,L48150,111,0,295.8
82603,L49898,160,1,299.8
72998,L49306,121,0,299.3
80581,L53319,142,0,300.8
70858,L50759,124,0,301.8
30322,L56474,158,1,298.1
46269,L48070,127,0,295.7
37896,L54680,201,1,300.2
43191,L47434,215,1,298.0
62312,L53987,125,0,301.0
107346,L47537,26,0,297.5
101188,L54228,75,0,300.6
135531,L51342,105,0,302.0
65041,L48470,137,0,298.6
90137,L53071,155,1,301.4
57891,L48496,173,1,299.0
121051,L54561,0,0,299.7
36910,L56142,80,0,297.3
26751,L53123,64,0,300.7
107806,L55442,173,1,299.2
31786,L54560,99,0,299.7
136188,L49292,199,1,299.4
106625,L49054,94,0,298.4
88993,L55797,92,0,297.6
51399,L52942,33,0,301.8
80848,L53912,134,0,301.7
77237,L50488,86,0,301.4
100648,L53844,206,1,301.3
40038,L49956,28,0,300.1
52494,L52591,22,0,302.8
8853,L47765,177,1,297.4
130737,L51235,84,0,301.9
18373,L48834,47,0,298.2
42070,L51490,146,0,301.4
38643,L49990,52,0,299.9
74009,L56275,16,0,297.3
7251,L56352,195,1,297.7
114089,L49953,22,0,300.2
89103,L49326,123,0,299.3
57627,L48571,0,0,298.9
49847,L51214,51,0,302.0
99362,L56007,197,1,297.2
46091,L53992,197,1,300.98
6088,L52333,25,0,304.1
37593,L50892,26,0,302.3
47167,L56797,62,0,299.0
24949,L53704,49,0,301.1
87577,L50629,220,1,301.6
97757,L48179,10,0,296.3
65239,L56030,7,0,297.6
134334,L54199,39,0,300.8
61958,L48195,22,0,296.2
94227,L56186,186,1,297.2
81620,L53856,220,1,301.3
1131,L52079,219,1,303.6
17986,L55257,121,0,300.3
54535,L53965,88,0,301.3
122282,L49316,150,0,299.4
38730,L48257,179,1,296.8
84833,L48656,135,0,298.4
3634,L51898,187,1,303.3
13345,L54716,60,0,300.0
71910,L55153,83,0,300.8
21410,L49385,146,0,299.9
70222,L47503,194,1,297.8
72367,L47378,99,0,298.4
76156,L56736,77,0,299.2
134430,L53981,5,0,301.3
122933,L48773,85,0,298.0
118151,L56269,186,1,297.2
135679,L53793,59,0,301.7
48252,L56493,85,0,298.5
132891,L54964,51,0,300.3
45921,L55037,26,0,300.5
37209,L48428,214,1,297.2
120438,L54008,91,0,301.1
20515,L53302,168,1,301.0
132859,L51725,189,1,302.5
115791,L55409,72,0,299.1
32979,L56918,168,1,298.9
129604,L53306,107,0,300.9
58610,L50703,197,1,301.8
111491,L57043,84,0,298.9
51915,L53920,156,1,301.5
74442,L57117,125,0,298.4
91057,L53771,7,0,301.7
71189,L56161,37,0,297.0
101190,L47575,162,1,297.4
134470,L47466,158,1,298.0
29308,L48554,110,0,299.0
52478,L53559,100,0,300.0
32328,L51146,57,0,302.3
102853,L54261,205,1,300.7
48192,L47407,168,1,298.3
36995,L50561,45,0,301.3
30475,L54663,26,0,300.0
12643,L53197,2,0,300.9
6320,L48440,25,0,297.6
89094,L52355,86,0,304.2
44234,L55251,171,1,300.5
128023,L53866,17,0,301.7
105204,L57170,0,0,298.8
32440,L56602,0,0,298.1
55107,L51675,67,0,302.6
8247,L51940,86,0,303.6
109471,L53824,140,0,301.5
80292,L48120,29,0,295.6
104955,L55501,104,0,298.8
33904,L53071,157,1,301.4
39533,L49913,140,0,299.5
109966,L49079,159,1,297.8
123094,L55819,203,1,297.5
106935,L53508,176,1,300.6
73697,L49628,24,0,299.3
76599,L55255,176,1,300.2
46320,L55267,147,0,300.2
111133,L53232,54,0,300.9
108106,L53809,79,0,301.6
15933,L50860,172,1,302.1
91322,L53076,169,1,301.1
41093,L56326,123,0,297.7
18383,L53906,115,0,301.5
114793,L47758,198,1,297.8
8252,L54258,199,1,300.7
75747,L55989,49,0,297.3
56016,L49078,155,1,297.8
64238,L52533,116,0,303.5
3292,L54784,11,0,300.4
118886,L55941,88,0,297.5
53616,L53162,186,1,300.7
122174,L49635,137,0,299.0
129164,L52114,90,0,303.5
93469,L55983,17,0,297.4
7570,L52583,184,1,302.9
126062,L56897,115,0,298.9
37144,L53383,50,0,301.0
69193,L51913,223,1,303.3
67392,L48422,197,1,297.1
57623,L54367,44,0,300.4
13633,L53418,164,1,301.3
47388,L56599,13,0,298.0
29043,L53042,88,0,301.4
97390,L48422,96,0,297.1
46554,L53157,171,1,301.1
109798,L50752,108,0,301.8
115737,L57141,2,0,298.2
80032,L53668,171,1,300.7
113818,L49528,28,0,299.2
131702,L51967,96,0,303.5
120851,L50731,33,0,301.9
132505,L55983,75,0,297.4
134833,L49994,92,0,299.6
94259,L51825,234,1,303.3
111878,L56793,92,0,299.1
49016,L54804,198,1,300.6
3479,L53708,5,0,301.2
27023,L54374,24,0,300.1
67224,L48874,31,0,298.1
86509,L56538,44,0,298.2
98262,L49393,143,0,299.7
28902,L56264,172,1,297.2
66772,L56796,104,0,299.0
33298,L54658,133,0,300.1
23526,L53038,81,0,301.2
70544,L53585,95,0,300.1
123029,L50996,88,0,302.1
93223,L53818,160,1,301.4
22699,L54484,157,1,300.2
60226,L54227,68,0,300.6
3293,L52240,198,1,304.0
100325,L52038,104,0,303.7
21723,L55807,119,0,297.4
124336,L49042,188,1,297.8
110652,L49372,72,0,299.6
95878,L52482,195,1,303.8
93923,L53210,28,0,300.6
112339,L56435,203,1,298.3
15294,L56257,154,1,297.3
69433,L53986,119,0,301.0
47642,L51046,0,0,302.6
96157,L48642,103,0,298.9
115318,L48925,160,1,298.3
11267,L54263,209,1,300.8
131685,L49052,90,0,298.3
13660,L48801,74,0,298.0
106296,L50166,125,0,300.6
69574,L49449,67,0,299.2
132879,L53305,105,0,300.8
27812,L51394,13,0,301.9
23368,L49456,80,0,299.3
108872,L48723,91,0,298.3
48549,L48747,23,0,298.3
101772,L47534,9,0,297.6
33484,L52115,92,0,303.4
120210,L53039,80,0,301.4
2262,L55900,37,0,297.3
115594,L50510,160,1,301.7
28021,L54073,133,0,301.0
19340,L50286,5,0,299.9
36628,L52708,172,1,302.3
20804,L52866,89,0,302.3
63581,L50660,79,0,301.9
114719,L57140,127,0,298.2
79544,L49185,20,0,298.5
113942,L50250,110,0,300.0
95714,L54272,10,0,300.7
37580,L47544,86,0,297.6
99249,L56488,135,0,298.2
132068,L53876,59,0,301.7
30123,L50740,64,0,301.7
65233,L50079,99,0,300.6
79868,L56725,131,0,299.6
85648,L47389,7,0,298.4
107414,L48331,168,1,297.0
107901,L56611,26,0,298.0
