id,Product ID,Tool wear [min],Machine failure,Air temperature [K]
76,L54825,129,0,300.4
77,L55814,141,0,297.5
78,L55970,47,0,297.4
79,L52213,119,0,303.9
80,L53919,154,0,301.7
81,L52158,196,0,303.7
82,L53938,204,0,301.2
83,L56258,100,0,297.3
84,L55304,32,0,300.2
85,L49216,96,0,299
86,M22392,71,0,300
87,M15546,35,0,297.6
88,H34251,146,0,303.3
89,M24081,98,0,297.8
90,L54620,30,0,300
91,L56060,0,0,298
92,L50793,0,0,301.7
93,L52083,0,0,303.6
94,L54912,130,0,300.3
95,M18457,110,0,301.7
96,H38789,120,0,297.7
97,L55258,192,0,300.3
98,L53258,64,0,300.7
99,M15285,98,0,297.6
100,L51200,59,0,302.1
101,L49553,147,0,298.9
102,L49237,147,0,299.5
103,M23252,101,0,298.5
104,L48795,46,0,297.8
105,L56761,10,0,299.4
106,L48952,25,0,298.4
107,L50748,91,0,301.8
108,L54258,197,0,300.7
109,M24386,76,0,299.2
110,L51125,0,0,302.2
111,L56251,138,0,297
112,L48557,176,0,298.8
113,L47788,156,0,298
114,L56897,98,0,299
115,L49996,104,0,300.3
116,H37956,52,0,298.6
117,L48891,70,0,298.2
118,L51326,88,0,301.8
119,L56253,150,0,297.2
120,M14955,44,0,298.9
121,L53272,18,0,300.9
122,L50265,150,0,300.1
123,L51719,154,0,302.6
124,L56250,16,0,297.1
125,L50477,59,0,301.3
126,M21705,0,0,301.3
127,L55175,176,0,301
128,L53392,93,0,300.8
129,M17640,36,0,300.2
130,L52498,21,1,303.9
131,L47348,20,0,298.3
132,L47803,83,0,298.3
133,M18483,26,0,302.1
134,L54981,24,0,300
135,L54132,56,0,300.8
136,L48810,34,0,298.2
137,L50505,127,0,301.5
138,L52216,127,0,304
139,L53966,119,0,301.2
140,L55966,38,0,297.5
141,L51819,147,0,303.1
142,L55224,34,0,300.7
143,L53047,24,0,301.5
144,L56162,128,0,297
145,L51621,148,0,302.5
146,M18261,53,0,301.3
147,M15398,156,0,297.4
148,L52724,140,0,302.4
149,L49997,129,0,300.2
150,L48275,18,0,296.9
151,L47351,27,0,298
152,L54676,76,0,300.2
153,L53476,2,0,301.1
154,L47501,190,0,297.5
155,L56176,164,0,297.8
156,H33665,156,0,302.5
157,L48693,25,0,298
158,L48805,76,0,297.9
159,H34252,44,0,303.6
160,L54237,149,0,300.8
161,M22111,209,0,300.3
162,M20955,219,0,300.8
163,M18897,15,0,302.1
164,L51721,174,1,302.5
165,H35378,132,0,300.9
166,L48093,104,0,295.5
167,L52942,68,0,301.8
168,M20199,79,0,303.7
169,M16454,215,0,298
170,L50748,77,0,301.8
171,L56449,17,0,298
172,H33243,182,0,302
173,L48259,100,0,297
174,L54777,124,0,300.5
175,L50573,81,0,301.5
176,L53007,0,0,301.3
177,M18953,76,0,302
178,L52339,148,0,304.2
179,L55508,127,0,298.6
180,L54370,50,0,300.3
181,M16035,3,0,297.2
182,M20054,137,0,303.9
183,H33318,131,0,302.3
184,L47853,209,0,297.9
185,L56316,102,0,297.7
186,L53929,5,0,301.3
187,L48490,2,0,298.9
188,L56454,45,0,298.2
189,M24753,166,0,298.8
190,L56609,64,0,298.1
191,L54445,2,0,300.4
192,L48704,43,0,298.2
193,M15568,101,0,297.5
194,L53468,75,0,301
195,L52866,89,0,302.3
196,L55433,136,0,299.2
197,L52457,158,0,303.4
198,L49598,9,0,299.1
199,L51116,129,0,302.5
200,M23294,25,0,298.7
201,L51996,0,0,303.4
202,L49952,50,0,299.7
203,H30274,33,0,296.1
204,M20581,188,0,302.2
205,L49113,38,0,298.1
206,L51449,152,0,302.6
207,M18355,167,0,302
208,L52717,122,0,302.4
209,L54114,22,0,300.7
210,M17794,186,0,300.8
211,L54369,127,0,300.4
212,L53112,54,0,300.5
213,L49796,62,0,299.8
214,M24281,15,0,298.1
215,L57026,116,0,298.4
216,L50411,192,0,300.7
217,L52781,189,0,302.9
218,L55508,127,0,298.6
219,L56814,154,0,299
220,L57070,157,0,298.8
221,L54275,18,0,300.6
222,L53856,222,0,301.5
223,M16090,196,0,297.1
224,L51097,137,0,302.6
225,H35597,21,0,301
226,L53748,159,0,301.6
227,M23255,150,0,298.5
228,M17895,20,1,300.7
229,L54040,90,0,301.1
230,L52232,178,0,304.1
231,M21066,79,0,300.8
232,M16241,116,0,298.9
233,M20127,98,0,303.5
234,L47966,55,0,296.9
235,M19154,210,0,301.7
236,L55926,144,1,297.3
237,M21400,92,0,301.4
238,M17891,6,0,300.7
239,L55788,92,0,297.4
240,H33139,73,0,302.3
241,L48709,56,0,298.1
242,L51094,131,0,302.5
243,L54490,157,0,300
244,L53050,148,0,301.4
245,L55273,160,0,300.2
246,L56849,242,0,299.1
247,L51801,174,1,303
248,L56821,48,0,299.3
249,L57029,44,0,298.3
250,L53665,162,0,300.7
251,L55876,12,0,297.2
252,M24486,15,0,299
253,L49545,76,0,299.1
254,L53171,79,0,300.7
255,L53141,123,0,300.8
256,M17084,43,0,299.7
257,M23005,59,0,299.7
258,L51945,64,0,303.9
259,L48083,59,0,295.6
260,M18333,62,1,301.8
261,M17357,215,0,299.2
262,H38790,0,0,297.7
263,L54892,73,0,300.5
264,M18731,12,0,302.7
265,M23854,13,0,296.8
266,L52091,175,0,303.5
267,M15390,65,0,297.6
268,L53022,37,0,301.4
269,L49931,187,0,299.7
270,L48607,6,0,298.7
271,L50088,120,0,300.7
272,L48816,59,0,297.9
273,L51358,0,0,302.5
274,L53441,54,0,301.1
275,M23576,198,0,297.1
276,M15944,2,0,297
277,H30650,161,0,298.4
278,M17816,44,0,300.8
279,H38316,134,0,297.4
280,L50854,157,0,302.1
281,H30594,16,0,297.3
282,L54588,175,0,299.8
283,M24533,106,0,299
284,L48208,51,0,296.2
285,M15174,5,0,297.9
286,M22417,24,0,300.4
287,L48925,160,0,298.3
288,M19069,3,0,302.2
289,M16188,206,0,299
290,L54040,28,0,301.1
291,L48448,46,0,298
292,M22278,119,0,300.1
293,L53271,12,0,300.9
294,L48482,9,0,298.8
295,L51976,110,0,303.5
296,M19249,96,0,302.1
297,M15435,188,0,297.9
298,L51073,66,0,302.3
299,L55887,41,0,297.2
300,L49631,93,0,299.1
301,L55232,54,0,300.5
302,L55275,167,0,300.2
303,M20813,137,0,300.7
304,H30932,51,0,298.2
305,L50097,142,0,300.6
306,L49943,2,0,299.6
307,M15131,96,0,298.1
308,L56714,97,0,299.3
309,M18281,168,0,301.5
310,M17596,149,0,299.7
311,L48501,185,0,298.9
312,L47454,63,0,298.1
313,L49571,145,0,299.2
314,L49484,144,0,299.1
315,M16381,33,0,298.1
316,L49210,79,0,298.8
317,L55041,25,0,300.5
318,L53635,81,0,300.6
319,L51363,204,0,302.4
320,L54022,24,0,301.3
321,L53337,166,0,301.1
322,H38486,140,0,297.2
323,L49852,0,0,299.7
324,M23954,199,0,297.3
325,L51138,34,0,302.2
326,M17586,124,0,299.6
327,L53656,141,0,300.5
328,L56423,166,0,298.3
329,L52813,166,0,302.5
330,L47941,94,0,296.7
331,L51196,161,0,302
332,L54729,97,0,300.3
333,H33001,156,0,302.3
334,L47786,148,0,297.9
335,L47791,49,0,298.1
336,L55338,96,0,299.6
337,M24533,5,0,299
338,L52626,99,0,303
339,L50786,192,0,301.7
340,L56731,139,0,299.5
341,L47414,21,0,298.2
342,M17019,156,0,299.3
343,L53995,172,0,300.9
344,L47807,74,0,298.4
345,L55447,175,0,299.2
346,L52378,152,0,303.8
347,L52062,159,0,303.6
348,L55220,204,0,300.8
349,L56337,2,0,297.5
350,L49246,0,0,299.4
351,L55382,5,0,299.3
352,L48750,158,0,298.2
353,M22956,160,0,300.2
354,L56543,54,0,298.2
355,L55258,123,0,300.3
356,L53542,51,0,300
357,L53040,179,0,301.3
358,L53933,195,0,301.3
359,L53345,205,0,300.7
360,M17796,192,0,300.7
361,L48636,91,0,299
362,L57099,127,0,298.5
363,L51575,145,0,302
364,L52606,62,0,302.6
365,M20127,103,0,303.5
366,L54455,48,0,300.2
367,L55271,185,0,300.2
368,L52117,96,0,303.4
369,M20931,185,0,300.9
370,L51123,197,0,302.5
371,M22026,203,0,300.3
372,L54602,59,0,300
373,L49180,9,0,298.3
374,L57110,63,0,298.3
375,L49197,46,0,298.7
376,L50575,84,0,301.4
377,L56255,150,0,297.3
378,L51259,106,0,302
379,L49990,113,0,300.4
380,L47310,190,0,298.8
381,L56584,181,0,297.7
382,L53361,17,0,301
383,L53731,24,0,301.4
384,L52433,71,0,303.5
385,L50678,228,1,301.9
386,L56189,0,0,297.3
387,L53232,138,0,300.9
388,M21555,39,0,301.8
389,L54274,17,0,300.6
390,L53072,159,0,301.4
391,L56908,143,0,298.8
392,L54812,94,0,300.5
393,L55551,148,0,298.7
394,L47217,139,0,298.8
395,L54707,42,0,300.1
396,L55970,47,0,297.4
397,L56170,146,0,297.2
398,L51887,159,0,303.5
399,M21553,13,0,301.8
400,H34308,198,0,303.8
401,H38469,90,0,297.3
402,L53499,155,0,300.9
403,M16710,33,0,297.7
404,L55215,91,0,300.7
405,L56763,126,0,299.2
406,L52840,15,0,302.2
407,L53141,123,0,300.3
408,M21683,158,0,301.3
409,L52642,39,0,302.9
410,L50266,150,0,300
411,H34330,124,0,303.8
412,L53153,166,0,300.5
413,L53213,0,0,300.6
414,L55728,71,0,298.5
415,L47528,39,0,297.5
416,L53372,45,0,301
417,L56256,173,0,297.2
418,L54812,0,0,300.5
419,L52364,92,0,304
420,L49477,119,0,299.4
421,L53142,125,0,300.5
422,L56915,98,0,298.9
423,L54800,65,0,300.5
424,M20450,60,0,302.5
425,L50250,110,0,300.1
426,L48403,137,0,297
427,M16981,108,0,299.3
428,M22398,156,0,300.2
429,M22131,7,0,300.3
430,L49741,145,0,299.4
431,L51688,102,0,302.4
432,L51580,36,0,302.3
433,L51251,141,0,302
434,L55273,14,0,300.3
435,M22063,82,0,299.8
436,L53919,208,0,301.8
437,H33265,146,0,302.3
438,L52818,182,0,302.2
439,M16346,193,0,298.2
440,L55336,110,0,299.6
441,L49447,61,0,299.2
442,L47485,148,0,297.8
443,M24250,141,0,297.5
444,L51038,203,0,302.6
445,M16657,89,0,298
446,L54760,113,0,300.1
447,H36780,62,0,299.6
448,M15206,34,0,297.6
449,L48402,135,0,297
450,L53119,0,0,300.5
451,L48348,215,0,297.1
452,L56041,33,0,297.9
453,L54091,57,0,300.8
454,L56224,63,0,297.4
455,M22987,38,0,300.1
456,M18575,96,0,302.2
457,M20478,129,0,303
458,L48604,6,0,298.7
459,L54602,206,0,300
460,L54629,23,0,300.3
461,L53028,48,0,301.4
462,H36201,68,0,301.1
463,L47244,98,0,298.9
464,L56711,93,0,299.4
465,L52925,21,0,302.2
466,M15033,29,0,298.3
467,M17662,95,0,300.3
468,M21950,5,0,300.6
469,M15502,129,0,297.8
470,L56357,64,0,297.9
471,L50864,141,0,302.2
472,L56337,148,0,297.5
473,L47364,96,0,298.2
474,L51415,44,0,302.2
475,L54807,117,0,300.5
476,L50250,110,0,300.1
477,L56161,124,0,297
478,H38474,106,0,297.2
479,L56469,76,0,298.2
480,M18453,156,0,301.7
481,M18225,2,0,301.4
482,L54108,92,0,301.1
483,L48731,111,0,298.4
484,L55142,58,0,301
485,L49870,127,0,299.8
486,H31341,96,0,298.1
487,M23561,162,0,297.3
488,L54665,154,0,300.3
489,L50565,57,0,301.5
490,L53556,94,0,300
491,L56461,66,0,298.2
492,L48770,146,0,298.1
493,L49833,154,0,299.7
494,H32038,89,0,299.9
495,L55273,7,0,300.2
496,M20889,118,0,301
497,L53850,210,0,301.5
498,M21485,98,0,301
499,L49267,14,0,299.4
500,L55003,158,0,299.9
501,H36996,84,0,300.7
502,L54258,57,0,300.7
503,L47778,174,0,297.6
504,L47327,17,0,298.4
505,L52933,48,0,302.4
506,M15079,142,0,298.3
507,L56196,212,1,297.3
508,M22930,103,0,300.5
509,H30650,9,0,297.3
510,L49974,68,0,300.4
511,L49720,89,0,299.1
512,L48899,87,0,298.2
513,M15387,57,0,297.5
514,M17312,7,0,299.1
515,L56664,195,0,298.9
516,L48463,94,0,298.3
517,L56246,124,0,297.2
518,L56226,67,0,297.4
519,M23853,197,0,297.3
520,M15717,179,0,295.7
521,L47398,144,0,298.3
522,M23917,97,0,297.3
523,M15721,38,0,296.1
524,L49103,11,0,298
525,H31146,103,0,298.3
526,L49286,9,0,299.4
527,L52588,15,0,302.7
528,L48301,96,0,296.7
529,L48485,17,0,299
530,M18098,146,0,300.4
531,L49078,30,0,298
532,L47758,2,0,297.8
533,L56403,50,0,297.9
534,M20840,180,0,300.6
535,L52897,167,0,302.2
536,L54769,5,0,300.4
537,L55439,174,0,299
538,L53368,35,0,301
539,H32515,181,0,299.8
540,M23665,80,0,297.3
541,M17417,134,0,299.4
542,L56262,152,0,297.2
543,L49927,175,0,299.7
544,L51200,210,0,302.1
545,M17355,209,0,299
546,H29978,155,0,297.5
547,L51191,174,0,302.3
548,L47585,186,0,297.4
549,M16863,206,0,298.8
550,L47574,127,0,297.4
551,M21012,111,0,301.1
552,M18575,121,0,302.4
553,L56352,193,0,297.7
554,L50146,112,0,300.6
555,L53702,42,0,301.2
556,L50983,60,0,302.2
557,L55882,104,0,297.2
558,L48850,23,0,298.1
559,M20553,18,0,302.4
560,L49915,147,0,299.7
561,L52183,107,0,303.7
562,L55124,7,0,300.8
563,M20390,104,0,302.4
564,M21715,198,0,301.1
565,L49948,196,0,300
566,L53393,80,0,300.9
567,L49181,11,0,298.4
568,L56667,35,0,298.9
569,L49260,202,0,299.3
570,L56276,204,0,297.2
571,H33389,81,0,302.4
572,L54148,114,0,300.9
573,M20585,197,0,302.3
574,L50995,91,0,302.2
575,L50166,125,0,300.6
576,L53239,156,0,300.9
577,L50584,108,0,301.3
578,M17371,20,0,299
579,M17294,44,0,298.9
580,L56318,106,0,297.6
581,L50812,50,0,302.1
582,L47663,161,0,297.4
583,L47992,168,0,296.8
584,L56909,145,0,298.7
585,L56398,103,0,297.7
586,H32389,46,0,300.5
587,L47585,186,0,297.3
588,M17244,125,0,299.1
589,M18406,40,0,301.9
590,L47988,145,0,296.9
591,L54679,0,0,300.3
592,L56466,79,0,298.2
593,L47909,201,0,297.3
594,L48477,152,0,298.8
595,L55015,189,0,300.1
596,M22031,7,0,300.2
597,L49124,63,0,298.1
598,M24027,178,0,297.5
599,L54959,193,0,300.3
600,M20440,184,0,302.5
601,L47406,97,0,298.3
602,L57121,94,0,298.4
603,L49216,96,0,298.8
604,L56140,75,0,297.3
605,L53962,64,0,301.3
606,L56553,21,0,298
607,M18353,116,0,301.9
608,L50042,242,0,300.6
609,L50490,90,0,301.3
610,H39398,197,0,298.5
611,L49268,22,0,299.5
612,L54473,24,0,300.1
613,L55678,144,0,298.4
614,L47253,141,0,299
615,L52042,81,0,303.5
616,M21463,2,0,301.5
617,L54217,64,0,300.7
618,L56199,0,0,297.4
619,M18599,7,0,302.2
620,L55251,113,0,300.5
621,M23793,4,0,297.3
622,L54260,0,0,300.7
623,L54630,9,0,300.3
624,H32562,63,0,300.4
625,L56447,28,0,298.2
626,L48886,111,0,298
627,M19116,119,0,302.6
628,M16111,186,0,297.4
629,H35378,211,0,300.7
630,L56037,26,0,297.7
631,L54541,52,0,299.5
632,L53257,137,0,300.9
633,L51916,5,0,303.2
634,L56333,136,0,297.5
635,M22284,160,0,300.1
636,L53273,18,0,301
637,L55265,143,0,300.2
638,L54694,14,0,300.4
639,L56318,5,0,297.6
640,L55754,114,0,297.6
641,L54363,192,0,300.2
642,L50587,155,0,301.2
643,L48768,11,0,298.2
644,M18037,183,0,300.2
645,L55044,33,0,300.5
646,L49637,106,0,299.1
647,L50157,101,0,300.5
648,L53319,142,0,301
649,M21262,0,0,300.1
650,L56134,96,0,297.3
651,M17298,47,0,299.1
652,L55256,119,0,300.3
653,L49421,188,0,299.2
654,L55163,107,0,301
655,L53595,187,0,300.2
656,H30301,144,0,296.3
657,L55605,172,0,299.1
658,L47637,103,0,297.4
659,L50101,149,0,300.8
660,L51070,59,0,302.2
661,L53258,203,1,300.8
662,M17463,31,0,299.3
663,L49019,171,0,297.7
664,L47786,40,0,297.9
665,M19124,141,0,302.1
666,L48317,114,0,297.3
667,L53528,172,0,300.2
668,L51715,166,0,302.4
669,L54857,146,0,300.5
670,L51979,100,0,303.5
671,L53754,181,0,301.4
672,L56945,98,0,298.8
673,L55141,57,0,301
674,L53886,70,0,301.4
675,L50924,126,0,302.3
676,L51254,99,0,301.9
677,H37740,119,0,298.6
678,M15721,27,0,295.9
679,L53373,49,0,301
680,L50962,23,0,302.2
681,H29998,210,0,298.8
682,L52509,217,0,302.7
683,L49407,170,0,299.3
684,M17123,109,0,299.1
685,H34571,184,0,304.1
686,M15702,179,0,297.8
687,L55501,0,0,298.7
688,M21259,157,0,300.1
689,H39210,18,0,298.4
690,H39086,197,0,299
691,L50310,27,0,300.1
692,L54297,127,0,300.9
693,L53445,19,0,300.8
694,L55124,10,0,300.8
695,L53866,19,0,301.7
696,H30620,9,0,296.9
697,L53270,20,0,300.9
698,M20955,9,0,300.9
699,L47786,40,0,297.9
700,L52823,188,0,302.5
701,L53629,69,0,300.3
702,H38694,61,0,298.2
703,L51548,150,0,302
704,L50018,166,0,300.3
705,L50999,127,0,302.2
706,L48282,15,0,296.8
707,L53629,69,0,300.8
708,L50104,179,0,300.7
709,L55041,25,0,300.5
710,L54338,184,0,300.2
711,H38593,8,0,297.9
712,L53940,0,0,301.5
713,M19416,6,0,302.7
714,L53142,125,0,300.5
715,L55343,135,0,299.7
716,L53104,15,0,300.3
717,L49759,20,0,299.3
718,L55921,126,0,297.3
719,L47349,19,0,298.4
720,L50302,30,0,300
721,L48895,87,0,298.2
722,L55886,153,0,297.2
723,M16374,146,0,298.1
724,L49327,174,0,299.4
725,L56384,68,0,297.9
726,H35040,170,0,302.5
727,M21538,179,0,301.5
728,L49054,94,0,298.3
729,L56589,92,0,297.9
730,L55969,137,0,297.4
731,M22560,36,0,300.5
732,L53450,92,0,301.2
733,M18096,113,1,300.9
734,L54318,130,0,300.6
735,L50373,0,0,300
736,L56990,153,0,298.4
737,M23050,25,0,299.7
738,L56927,187,0,298.8
739,M19740,156,0,303.8
740,L50756,202,0,301.8
741,M18007,119,0,300.4
742,L53561,106,0,300.2
743,L55282,182,0,300.3
744,M22248,12,0,299.8
745,L51284,5,1,302
746,L57110,13,0,298.3
747,L48138,74,0,295.8
748,L56161,126,0,297
749,M24155,97,0,298.2
750,M19116,121,0,301.4
751,L55846,37,0,297.5
752,M17492,137,0,300
753,L48790,64,0,297.8
754,L49185,20,0,298.5
755,M23789,94,0,297.4
756,L53415,157,0,301
757,M20455,190,0,302.8
758,L53138,57,0,300.6
759,L50406,24,0,300.5
760,L52163,203,0,303.8
761,M20955,25,0,300.9
762,L50848,137,0,302.3
763,L48362,23,0,297.3
764,L56349,186,0,297.7
765,L50074,85,0,300.6
766,L53793,64,0,301.7
767,L55928,126,0,297.4
768,L49591,194,0,299
769,L55265,143,0,300.2
770,L52885,137,0,302.3
771,L53140,174,0,300.6
772,L52038,118,0,303.7
773,L48818,104,0,297.9
774,L54409,153,0,299.8
775,L49912,138,0,299.7
776,L54241,155,0,300.6
777,L56331,96,0,297.6
778,L48595,203,0,298.7
779,L52041,109,0,303.7
780,L56664,150,0,298.9
781,L55652,106,0,298.5
782,L55271,153,0,300.2
783,L49054,119,0,298.4
784,L56277,206,0,297.3
785,M17084,155,0,299.7
786,H31269,47,0,298.3
787,L55704,10,0,298.3
788,L51135,28,0,302.3
789,M22388,45,0,300.1
790,L50232,35,0,300.1
791,L52388,9,0,303.8
792,M23943,169,0,297.2
793,L52413,29,0,303.6
794,L53307,107,0,300.8
795,H37434,202,0,300.9
796,L56681,15,0,299.2
797,L51773,28,0,303
798,L49061,118,0,298
799,M17573,120,0,300
800,L47912,45,0,297.2
801,L51737,9,0,302.7
802,L47355,53,0,298.2
803,M23588,88,0,297.2
804,L51097,137,0,302.6
805,L51173,96,0,302.2
806,L53269,12,0,300.9
807,M16738,103,0,298.1
808,M22004,166,0,300.4
809,L53022,37,0,301.4
810,L55348,148,0,299.7
811,M19723,139,0,303.6
812,M17150,119,0,299.3
813,L55663,108,0,298.2
814,L57142,87,0,298.2
815,L51979,170,0,303.5
816,H36228,9,0,301.4
817,L55656,78,0,298.5
818,L50029,207,0,300.4
819,L54805,76,0,300.6
820,L52661,191,0,302.6
821,L55270,153,0,300.1
822,L51211,229,0,302
823,L53339,194,0,301
824,L47230,143,0,298.9
825,H30537,15,0,296.6
826,L49988,109,0,299.9
827,M17832,84,0,300.6
828,L54888,0,0,300.5
829,L51247,78,0,301.9
830,L54529,30,0,299.5
831,L47356,39,0,298.2
832,L56697,0,0,299
833,L50548,201,0,301.4
834,L53013,114,0,301.3
835,M15345,177,0,297.4
836,L56456,49,0,298.2
837,L48567,131,0,298.8
838,L56634,114,0,298.4
839,L50398,126,0,300.6
840,M16151,115,0,298.7
841,M22722,119,0,300.5
842,L54167,163,0,300.7
843,L53078,174,0,301
844,L53154,159,0,300.5
845,L49274,28,0,299.5
846,L55590,132,0,298.5
847,L55358,176,0,299.5
848,L47183,7,0,298.2
849,L48758,186,0,298.2
850,M16119,52,0,298.7
851,H38157,97,0,297.4
852,L51284,199,0,302.1
853,L52942,68,0,301.8
854,L51560,223,0,301.9
855,L54348,56,0,300.3
856,L52526,92,0,303.4
857,L55993,125,0,297.1
858,L47720,0,0,297.4
859,L50373,2,0,300
860,L55669,121,0,298.4
861,L49551,168,0,299.3
862,L53193,38,0,300.7
863,L56319,108,0,297.5
864,L53528,19,0,300.1
865,M18167,123,0,301.4
866,M17059,68,0,299.8
867,M20857,176,0,300.5
868,L49421,197,0,299.2
869,L49410,173,0,299.7
870,L54339,186,0,300.1
871,M19152,2,0,301.8
872,M23504,195,0,297.5
873,L56639,123,0,298.4
874,L47523,28,0,297.4
875,M19232,201,0,301.9
876,M16515,98,0,297.9
877,M24022,204,0,297.4
878,L50586,113,0,301.2
879,L47706,55,0,297.6
880,L48260,188,0,297
881,L49693,25,0,298.9
882,L48358,158,0,297.3
883,M17919,58,0,300
884,L48858,215,0,298
885,L56763,15,0,299.4
886,L56084,0,0,297.4
887,M15184,196,0,297.8
888,L50551,196,1,301.4
889,L49782,149,0,299.4
890,L53728,119,0,301.4
891,L52638,0,0,303.1
892,L48329,162,0,297.2
893,L54595,188,0,300
894,L55376,217,0,299.4
895,H36435,58,0,300.7
896,L52888,64,0,302.2
897,L54719,76,0,300.2
898,L53862,9,0,301.5
899,M17291,43,0,298.8
900,M23453,64,0,297.4
901,M21650,79,0,301.1
902,L52052,107,0,303.7
903,H34422,54,0,303.7
904,L47256,206,0,298.8
905,L53060,129,0,301.5
906,L50355,179,0,300.1
907,L53966,0,0,301.2
908,L53450,30,0,300.9
909,L55753,130,0,297.6
910,L48490,192,0,298.9
911,L47790,58,0,296.9
912,L50526,174,0,301.3
913,L50935,156,0,302.3
914,L47982,106,0,296.9
915,L50343,150,0,300.4
916,L48449,196,0,298.1
917,L48306,111,0,296.9
918,L48607,4,0,298.7
919,M18281,59,0,301.4
920,L49857,141,0,299.8
921,L50162,117,0,300.6
922,L50508,129,0,301.6
923,M16334,130,0,298.5
924,L56474,95,0,298.2
925,L48969,9,0,298.6
926,L56303,68,0,297.4
927,L55605,98,0,299.1
928,M16274,200,0,298.7
929,L47589,2,0,297.5
930,L47230,143,0,298.8
931,L53631,73,0,300.7
932,M17026,178,0,299.7
933,M21168,128,0,300.8
934,M24069,85,0,298.1
935,L56746,179,0,299.8
936,L48247,153,0,296.9
937,L48953,27,0,298
938,L56267,146,0,297.2
939,L49762,193,0,299.2
940,M17132,147,0,299.3
941,M18660,51,0,302.1
942,L53973,197,0,301.3
943,M16654,78,0,298.1
944,L50501,112,0,301.4
945,M16660,98,0,298
946,M18029,177,0,300.4
947,L53382,12,0,301
948,L49958,35,0,300.2
949,L53754,181,0,301.4
950,L53525,13,0,300
951,L49868,33,0,299.9
952,M21141,7,0,301.1
953,L51184,157,0,302.1
954,L55273,160,0,300.2
955,M23504,83,0,297.6
956,L49320,158,0,299.3
957,M19282,94,0,302.6
958,M23095,85,0,299.2
959,L56583,177,0,297.7
960,L54642,119,0,300
961,L48634,85,0,299
962,L54758,171,0,300.4
963,L54574,160,0,299.8
964,L56253,57,0,297.2
965,L54160,17,0,300.7
966,L51125,0,0,302.2
967,H39207,102,0,298.4
968,L50840,85,0,302.2
969,L56411,98,0,298.2
970,H36485,0,0,300.7
971,L55669,64,0,298.4
972,M16307,26,0,298.6
973,L50249,108,0,300
974,L53490,133,0,300.9
975,M24842,0,0,298.7
976,L51970,145,0,303.8
977,L47594,207,0,297.4
978,L57070,7,0,298.8
979,L55886,39,0,297.2
980,L51040,171,0,302.5
981,L56320,110,0,297.5
982,M23789,209,0,297.4
983,L56275,202,0,297.3
984,H36250,199,0,301.1
985,L54641,53,0,300.3
986,L53876,39,0,301.7
987,L54970,71,0,300.1
988,M17229,62,0,299.3
989,L55579,160,0,298.5
990,L47257,204,0,299.1
991,M22046,59,0,300.4
992,L54126,57,0,300.7
993,M23797,15,0,297.4
994,M21429,168,0,301.2
995,L53301,96,0,301
996,L55930,148,0,297.5
997,H34719,201,0,303.6
998,L55277,172,0,300.3
999,L48290,62,0,296.5
1000,M22719,12,0,300.7
1001,L48951,192,0,298.4
1002,L56209,23,0,297.4
1003,M23864,121,0,297.1
1004,L54713,58,0,300.1
1005,L53854,114,0,301.4
1006,L53263,214,0,300.9
1007,L48236,74,0,296.8
1008,L52049,170,0,303.7
1009,L48470,113,0,298
