id,Product ID,Tool wear [min],Machine failure,Air temperature [K]
74.0,L50936,156.0,1.0,302.3
75.0,L55162,127.0,0.0,301.0
76.0,L54825,129.0,0.0,300.4
77.0,L55814,141.0,0.0,297.5
78.0,L55970,47.0,0.0,297.4
79.0,L52213,119.0,0.0,303.9
80.0,L53919,154.0,1.0,301.7
81.0,L52158,196.0,1.0,303.7
82.0,L53938,204.0,1.0,301.2
83.0,L56258,100.0,0.0,297.3
84.0,L55304,32.0,0.0,300.2
85.0,L49216,96.0,0.0,299.0
90.0,L54620,30.0,0.0,300.0
91.0,L56060,0.0,0.0,298.0
92.0,L50793,0.0,0.0,301.7
93.0,L52083,0.0,0.0,303.6
94.0,L54912,130.0,0.0,300.3
97.0,L55258,192.0,1.0,300.3
98.0,L53258,64.0,0.0,300.7
100.0,L51200,59.0,0.0,302.1
101.0,L49553,147.0,0.0,298.9
102.0,L49237,147.0,0.0,299.5
104.0,L48795,46.0,0.0,297.8
105.0,L56761,10.0,0.0,299.4
106.0,L48952,25.0,0.0,298.4
107.0,L50748,91.0,0.0,301.8
108.0,L54258,197.0,1.0,300.7
110.0,L51125,0.0,0.0,302.2
111.0,L56251,138.0,0.0,297.0
112.0,L48557,176.0,1.0,298.8
113.0,L47788,156.0,1.0,298.0
114.0,L56897,98.0,0.0,299.0
115.0,L49996,104.0,0.0,300.3
117.0,L48891,70.0,0.0,298.2
118.0,L51326,88.0,0.0,301.8
119.0,L56253,150.0,0.0,297.2
121.0,L53272,18.0,0.0,300.9
122.0,L50265,150.0,0.0,300.1
123.0,L51719,154.0,1.0,302.6
124.0,L56250,16.0,0.0,297.1
125.0,L50477,59.0,0.0,301.3
127.0,L55175,176.0,1.0,301.0
128.0,L53392,93.0,0.0,300.8
130.0,L52498,21.0,0.0,303.9
131.0,L47348,20.0,0.0,298.3
132.0,L47803,83.0,0.0,298.3
134.0,L54981,24.0,0.0,300.0
135.0,L54132,56.0,0.0,300.8
136.0,L48810,34.0,0.0,298.2
137.0,L50505,127.0,0.0,301.5
138.0,L52216,127.0,0.0,304.0
139.0,L53966,119.0,0.0,301.2
140.0,L55966,38.0,0.0,297.5
141.0,L51819,147.0,0.0,303.1
142.0,L55224,34.0,0.0,300.7
143.0,L53047,24.0,0.0,301.5
144.0,L56162,128.0,0.0,297.0
145.0,L51621,148.0,0.0,302.5
148.0,L52724,140.0,0.0,302.4
149.0,L49997,129.0,0.0,300.2
150.0,L48275,18.0,0.0,296.9
151.0,L47351,27.0,0.0,298.0
152.0,L54676,76.0,0.0,300.2
153.0,L53476,2.0,0.0,301.1
154.0,L47501,190.0,1.0,297.5
155.0,L56176,164.0,1.0,297.8
157.0,L48693,25.0,0.0,298.0
158.0,L48805,76.0,0.0,297.9
160.0,L54237,149.0,0.0,300.8
164.0,L51721,174.0,1.0,302.5
166.0,L48093,104.0,0.0,295.5
167.0,L52942,68.0,0.0,301.8
170.0,L50748,77.0,0.0,301.8
171.0,L56449,17.0,0.0,298.0
173.0,L48259,100.0,0.0,297.0
174.0,L54777,124.0,0.0,300.5
175.0,L50573,81.0,0.0,301.5
176.0,L53007,0.0,0.0,301.3
178.0,L52339,148.0,0.0,304.2
179.0,L55508,127.0,0.0,298.6
180.0,L54370,50.0,0.0,300.3
184.0,L47853,209.0,1.0,297.9
185.0,L56316,102.0,0.0,297.7
186.0,L53929,5.0,0.0,301.3
187.0,L48490,2.0,0.0,298.9
188.0,L56454,45.0,0.0,298.2
190.0,L56609,64.0,0.0,298.1
191.0,L54445,2.0,0.0,300.4
192.0,L48704,43.0,0.0,298.2
194.0,L53468,75.0,0.0,301.0
195.0,L52866,89.0,0.0,302.3
196.0,L55433,136.0,0.0,299.2
197.0,L52457,158.0,1.0,303.4
198.0,L49598,9.0,0.0,299.1
199.0,L51116,129.0,0.0,302.5
201.0,L51996,0.0,0.0,303.4
202.0,L49952,50.0,0.0,299.7
205.0,L49113,38.0,0.0,298.1
206.0,L51449,152.0,1.0,302.6
208.0,L52717,122.0,0.0,302.4
209.0,L54114,22.0,0.0,300.7
211.0,L54369,127.0,0.0,300.4
212.0,L53112,54.0,0.0,300.5
213.0,L49796,62.0,0.0,299.8
215.0,L57026,116.0,0.0,298.4
216.0,L50411,192.0,1.0,300.7
217.0,L52781,189.0,1.0,302.9
218.0,L55508,127.0,0.0,298.6
219.0,L56814,154.0,1.0,299.0
220.0,L57070,157.0,1.0,298.8
221.0,L54275,18.0,0.0,300.6
222.0,L53856,222.0,1.0,301.5
224.0,L51097,137.0,0.0,302.6
226.0,L53748,159.0,1.0,301.6
229.0,L54040,90.0,0.0,301.1
230.0,L52232,178.0,1.0,304.1
234.0,L47966,55.0,0.0,296.9
236.0,L55926,144.0,0.0,297.3
239.0,L55788,92.0,0.0,297.4
241.0,L48709,56.0,0.0,298.1
242.0,L51094,131.0,0.0,302.5
243.0,L54490,157.0,1.0,300.0
244.0,L53050,148.0,0.0,301.4
245.0,L55273,160.0,1.0,300.2
246.0,L56849,242.0,1.0,299.1
247.0,L51801,174.0,1.0,303.0
248.0,L56821,48.0,0.0,299.3
249.0,L57029,44.0,0.0,298.3
250.0,L53665,162.0,1.0,300.7
251.0,L55876,12.0,0.0,297.2
253.0,L49545,76.0,0.0,299.1
254.0,L53171,79.0,0.0,300.7
255.0,L53141,123.0,0.0,300.8
258.0,L51945,64.0,0.0,303.9
259.0,L48083,59.0,0.0,295.6
263.0,L54892,73.0,0.0,300.5
266.0,L52091,175.0,1.0,303.5
268.0,L53022,37.0,0.0,301.4
269.0,L49931,187.0,1.0,299.7
270.0,L48607,6.0,0.0,298.7
271.0,L50088,120.0,0.0,300.7
272.0,L48816,59.0,0.0,297.9
273.0,L51358,0.0,0.0,302.5
274.0,L53441,54.0,0.0,301.1
280.0,L50854,157.0,1.0,302.1
282.0,L54588,175.0,1.0,299.8
284.0,L48208,51.0,0.0,296.2
287.0,L48925,160.0,1.0,298.3
290.0,L54040,28.0,0.0,301.1
291.0,L48448,46.0,0.0,298.0
293.0,L53271,12.0,0.0,300.9
294.0,L48482,9.0,0.0,298.8
295.0,L51976,110.0,0.0,303.5
298.0,L51073,66.0,0.0,302.3
299.0,L55887,41.0,0.0,297.2
300.0,L49631,93.0,0.0,299.1
301.0,L55232,54.0,0.0,300.5
302.0,L55275,167.0,1.0,300.2
305.0,L50097,142.0,0.0,300.6
306.0,L49943,2.0,0.0,299.6
308.0,L56714,97.0,0.0,299.3
311.0,L48501,185.0,1.0,298.9
312.0,L47454,63.0,0.0,298.1
313.0,L49571,145.0,0.0,299.2
314.0,L49484,144.0,0.0,299.1
316.0,L49210,79.0,0.0,298.8
317.0,L55041,25.0,0.0,300.5
318.0,L53635,81.0,0.0,300.6
319.0,L51363,204.0,1.0,302.4
320.0,L54022,24.0,0.0,301.3
321.0,L53337,166.0,1.0,301.1
323.0,L49852,0.0,0.0,299.7
325.0,L51138,34.0,0.0,302.2
327.0,L53656,141.0,0.0,300.5
328.0,L56423,166.0,1.0,298.3
329.0,L52813,166.0,1.0,302.5
330.0,L47941,94.0,0.0,296.7
331.0,L51196,161.0,1.0,302.0
332.0,L54729,97.0,0.0,300.3
334.0,L47786,148.0,0.0,297.9
335.0,L47791,49.0,0.0,298.1
336.0,L55338,96.0,0.0,299.6
338.0,L52626,99.0,0.0,303.0
339.0,L50786,192.0,1.0,301.7
340.0,L56731,139.0,0.0,299.5
341.0,L47414,21.0,0.0,298.2
343.0,L53995,172.0,1.0,300.9
344.0,L47807,74.0,0.0,298.4
345.0,L55447,175.0,1.0,299.2
346.0,L52378,152.0,1.0,303.8
347.0,L52062,159.0,1.0,303.6
348.0,L55220,204.0,1.0,300.8
349.0,L56337,2.0,0.0,297.5
350.0,L49246,0.0,0.0,299.4
351.0,L55382,5.0,0.0,299.3
352.0,L48750,158.0,1.0,298.2
354.0,L56543,54.0,0.0,298.2
355.0,L55258,123.0,0.0,300.3
356.0,L53542,51.0,0.0,300.0
357.0,L53040,179.0,1.0,301.3
358.0,L53933,195.0,1.0,301.3
359.0,L53345,205.0,1.0,300.7
361.0,L48636,91.0,0.0,299.0
362.0,L57099,127.0,0.0,298.5
363.0,L51575,145.0,0.0,302.0
364.0,L52606,62.0,0.0,302.6
366.0,L54455,48.0,0.0,300.2
367.0,L55271,185.0,1.0,300.2
368.0,L52117,96.0,0.0,303.4
370.0,L51123,197.0,1.0,302.5
372.0,L54602,59.0,0.0,300.0
373.0,L49180,9.0,0.0,298.3
374.0,L57110,63.0,0.0,298.3
375.0,L49197,46.0,0.0,298.7
376.0,L50575,84.0,0.0,301.4
377.0,L56255,150.0,0.0,297.3
378.0,L51259,106.0,0.0,302.0
379.0,L49990,113.0,0.0,300.4
380.0,L47310,190.0,1.0,298.8
381.0,L56584,181.0,1.0,297.7
382.0,L53361,17.0,0.0,301.0
383.0,L53731,24.0,0.0,301.4
384.0,L52433,71.0,0.0,303.5
385.0,L50678,228.0,1.0,301.9
386.0,L56189,0.0,0.0,297.3
387.0,L53232,138.0,0.0,300.9
389.0,L54274,17.0,0.0,300.6
390.0,L53072,159.0,1.0,301.4
391.0,L56908,143.0,0.0,298.8
392.0,L54812,94.0,0.0,300.5
393.0,L55551,148.0,0.0,298.7
394.0,L47217,139.0,0.0,298.8
395.0,L54707,42.0,0.0,300.1
396.0,L55970,47.0,0.0,297.4
397.0,L56170,146.0,0.0,297.2
398.0,L51887,159.0,1.0,303.5
402.0,L53499,155.0,1.0,300.9
404.0,L55215,91.0,0.0,300.7
405.0,L56763,126.0,0.0,299.2
406.0,L52840,15.0,0.0,302.2
407.0,L53141,123.0,0.0,300.3
409.0,L52642,39.0,0.0,302.9
410.0,L50266,150.0,0.0,300.0
412.0,L53153,166.0,1.0,300.5
413.0,L53213,0.0,0.0,300.6
414.0,L55728,71.0,0.0,298.5
415.0,L47528,39.0,0.0,297.5
416.0,L53372,45.0,0.0,301.0
417.0,L56256,173.0,1.0,297.2
418.0,L54812,0.0,0.0,300.5
419.0,L52364,92.0,0.0,304.0
420.0,L49477,119.0,0.0,299.4
421.0,L53142,125.0,0.0,300.5
422.0,L56915,98.0,0.0,298.9
423.0,L54800,65.0,0.0,300.5
425.0,L50250,110.0,0.0,300.1
426.0,L48403,137.0,0.0,297.0
430.0,L49741,145.0,0.0,299.4
431.0,L51688,102.0,0.0,302.4
432.0,L51580,36.0,0.0,302.3
433.0,L51251,141.0,0.0,302.0
434.0,L55273,14.0,0.0,300.3
436.0,L53919,208.0,1.0,301.8
438.0,L52818,182.0,1.0,302.2
440.0,L55336,110.0,0.0,299.6
441.0,L49447,61.0,0.0,299.2
442.0,L47485,148.0,0.0,297.8
444.0,L51038,203.0,1.0,302.6
446.0,L54760,113.0,0.0,300.1
449.0,L48402,135.0,0.0,297.0
450.0,L53119,0.0,0.0,300.5
451.0,L48348,215.0,1.0,297.1
452.0,L56041,33.0,0.0,297.9
453.0,L54091,57.0,0.0,300.8
454.0,L56224,63.0,0.0,297.4
458.0,L48604,6.0,0.0,298.7
459.0,L54602,206.0,1.0,300.0
460.0,L54629,23.0,0.0,300.3
461.0,L53028,48.0,0.0,301.4
463.0,L47244,98.0,0.0,298.9
464.0,L56711,93.0,0.0,299.4
465.0,L52925,21.0,0.0,302.2
470.0,L56357,64.0,0.0,297.9
471.0,L50864,141.0,0.0,302.2
472.0,L56337,148.0,0.0,297.5
473.0,L47364,96.0,0.0,298.2
474.0,L51415,44.0,0.0,302.2
475.0,L54807,117.0,0.0,300.5
476.0,L50250,110.0,0.0,300.1
477.0,L56161,124.0,0.0,297.0
479.0,L56469,76.0,0.0,298.2
482.0,L54108,92.0,0.0,301.1
483.0,L48731,111.0,0.0,298.4
484.0,L55142,58.0,0.0,301.0
485.0,L49870,127.0,0.0,299.8
488.0,L54665,154.0,1.0,300.3
489.0,L50565,57.0,0.0,301.5
490.0,L53556,94.0,0.0,300.0
491.0,L56461,66.0,0.0,298.2
492.0,L48770,146.0,0.0,298.1
493.0,L49833,154.0,1.0,299.7
495.0,L55273,7.0,0.0,300.2
497.0,L53850,210.0,1.0,301.5
499.0,L49267,14.0,0.0,299.4
500.0,L55003,158.0,1.0,299.9
502.0,L54258,57.0,0.0,300.7
503.0,L47778,174.0,1.0,297.6
504.0,L47327,17.0,0.0,298.4
505.0,L52933,48.0,0.0,302.4
507.0,L56196,212.0,1.0,297.3
510.0,L49974,68.0,0.0,300.4
511.0,L49720,89.0,0.0,299.1
512.0,L48899,87.0,0.0,298.2
515.0,L56664,195.0,1.0,298.9
516.0,L48463,94.0,0.0,298.3
517.0,L56246,124.0,0.0,297.2
518.0,L56226,67.0,0.0,297.4
521.0,L47398,144.0,0.0,298.3
524.0,L49103,11.0,0.0,298.0
526.0,L49286,9.0,0.0,299.4
527.0,L52588,15.0,0.0,302.7
528.0,L48301,96.0,0.0,296.7
529.0,L48485,17.0,0.0,299.0
531.0,L49078,30.0,0.0,298.0
532.0,L47758,2.0,0.0,297.8
533.0,L56403,50.0,0.0,297.9
535.0,L52897,167.0,1.0,302.2
536.0,L54769,5.0,0.0,300.4
537.0,L55439,174.0,1.0,299.0
538.0,L53368,35.0,0.0,301.0
542.0,L56262,152.0,1.0,297.2
543.0,L49927,175.0,1.0,299.7
544.0,L51200,210.0,1.0,302.1
547.0,L51191,174.0,1.0,302.3
548.0,L47585,186.0,1.0,297.4
550.0,L47574,127.0,0.0,297.4
553.0,L56352,193.0,1.0,297.7
554.0,L50146,112.0,0.0,300.6
555.0,L53702,42.0,0.0,301.2
556.0,L50983,60.0,0.0,302.2
557.0,L55882,104.0,0.0,297.2
558.0,L48850,23.0,0.0,298.1
560.0,L49915,147.0,0.0,299.7
561.0,L52183,107.0,0.0,303.7
562.0,L55124,7.0,0.0,300.8
565.0,L49948,196.0,1.0,300.0
566.0,L53393,80.0,0.0,300.9
567.0,L49181,11.0,0.0,298.4
568.0,L56667,35.0,0.0,298.9
569.0,L49260,202.0,1.0,299.3
570.0,L56276,204.0,1.0,297.2
572.0,L54148,114.0,0.0,300.9
574.0,L50995,91.0,0.0,302.2
575.0,L50166,125.0,0.0,300.6
576.0,L53239,156.0,1.0,300.9
577.0,L50584,108.0,0.0,301.3
580.0,L56318,106.0,0.0,297.6
581.0,L50812,50.0,0.0,302.1
582.0,L47663,161.0,1.0,297.4
583.0,L47992,168.0,1.0,296.8
584.0,L56909,145.0,0.0,298.7
585.0,L56398,103.0,0.0,297.7
587.0,L47585,186.0,1.0,297.3
590.0,L47988,145.0,0.0,296.9
591.0,L54679,0.0,0.0,300.3
592.0,L56466,79.0,0.0,298.2
593.0,L47909,201.0,1.0,297.3
594.0,L48477,152.0,1.0,298.8
595.0,L55015,189.0,1.0,300.1
597.0,L49124,63.0,0.0,298.1
599.0,L54959,193.0,1.0,300.3
601.0,L47406,97.0,0.0,298.3
602.0,L57121,94.0,0.0,298.4
603.0,L49216,96.0,0.0,298.8
604.0,L56140,75.0,0.0,297.3
605.0,L53962,64.0,0.0,301.3
606.0,L56553,21.0,0.0,298.0
608.0,L50042,242.0,1.0,300.6
609.0,L50490,90.0,0.0,301.3
611.0,L49268,22.0,0.0,299.5
612.0,L54473,24.0,0.0,300.1
613.0,L55678,144.0,0.0,298.4
614.0,L47253,141.0,0.0,299.0
615.0,L52042,81.0,0.0,303.5
617.0,L54217,64.0,0.0,300.7
618.0,L56199,0.0,0.0,297.4
620.0,L55251,113.0,0.0,300.5
622.0,L54260,0.0,0.0,300.7
623.0,L54630,9.0,0.0,300.3
625.0,L56447,28.0,0.0,298.2
626.0,L48886,111.0,0.0,298.0
630.0,L56037,26.0,0.0,297.7
631.0,L54541,52.0,0.0,299.5
632.0,L53257,137.0,0.0,300.9
633.0,L51916,5.0,0.0,303.2
634.0,L56333,136.0,0.0,297.5
636.0,L53273,18.0,0.0,301.0
637.0,L55265,143.0,0.0,300.2
638.0,L54694,14.0,0.0,300.4
639.0,L56318,5.0,0.0,297.6
640.0,L55754,114.0,0.0,297.6
641.0,L54363,192.0,1.0,300.2
642.0,L50587,155.0,1.0,301.2
643.0,L48768,11.0,0.0,298.2
645.0,L55044,33.0,0.0,300.5
646.0,L49637,106.0,0.0,299.1
647.0,L50157,101.0,0.0,300.5
648.0,L53319,142.0,0.0,301.0
650.0,L56134,96.0,0.0,297.3
652.0,L55256,119.0,0.0,300.3
653.0,L49421,188.0,1.0,299.2
654.0,L55163,107.0,0.0,301.0
655.0,L53595,187.0,1.0,300.2
657.0,L55605,172.0,1.0,299.1
658.0,L47637,103.0,0.0,297.4
659.0,L50101,149.0,0.0,300.8
660.0,L51070,59.0,0.0,302.2
661.0,L53258,203.0,1.0,300.8
663.0,L49019,171.0,1.0,297.7
664.0,L47786,40.0,0.0,297.9
666.0,L48317,114.0,0.0,297.3
667.0,L53528,172.0,1.0,300.2
668.0,L51715,166.0,1.0,302.4
669.0,L54857,146.0,0.0,300.5
670.0,L51979,100.0,0.0,303.5
671.0,L53754,181.0,1.0,301.4
672.0,L56945,98.0,0.0,298.8
673.0,L55141,57.0,0.0,301.0
674.0,L53886,70.0,0.0,301.4
675.0,L50924,126.0,0.0,302.3
676.0,L51254,99.0,0.0,301.9
679.0,L53373,49.0,0.0,301.0
680.0,L50962,23.0,0.0,302.2
682.0,L52509,217.0,1.0,302.7
683.0,L49407,170.0,1.0,299.3
687.0,L55501,0.0,0.0,298.7
691.0,L50310,27.0,0.0,300.1
692.0,L54297,127.0,0.0,300.9
693.0,L53445,19.0,0.0,300.8
694.0,L55124,10.0,0.0,300.8
695.0,L53866,19.0,0.0,301.7
697.0,L53270,20.0,0.0,300.9
699.0,L47786,40.0,0.0,297.9
700.0,L52823,188.0,1.0,302.5
701.0,L53629,69.0,0.0,300.3
703.0,L51548,150.0,0.0,302.0
704.0,L50018,166.0,1.0,300.3
705.0,L50999,127.0,0.0,302.2
706.0,L48282,15.0,0.0,296.8
707.0,L53629,69.0,0.0,300.8
708.0,L50104,179.0,1.0,300.7
709.0,L55041,25.0,0.0,300.5
710.0,L54338,184.0,1.0,300.2
712.0,L53940,0.0,0.0,301.5
714.0,L53142,125.0,0.0,300.5
715.0,L55343,135.0,0.0,299.7
716.0,L53104,15.0,0.0,300.3
717.0,L49759,20.0,0.0,299.3
718.0,L55921,126.0,0.0,297.3
719.0,L47349,19.0,0.0,298.4
720.0,L50302,30.0,0.0,300.0
721.0,L48895,87.0,0.0,298.2
722.0,L55886,153.0,1.0,297.2
724.0,L49327,174.0,1.0,299.4
725.0,L56384,68.0,0.0,297.9
728.0,L49054,94.0,0.0,298.3
729.0,L56589,92.0,0.0,297.9
730.0,L55969,137.0,0.0,297.4
732.0,L53450,92.0,0.0,301.2
734.0,L54318,130.0,0.0,300.6
735.0,L50373,0.0,0.0,300.0
736.0,L56990,153.0,1.0,298.4
738.0,L56927,187.0,1.0,298.8
740.0,L50756,202.0,1.0,301.8
742.0,L53561,106.0,0.0,300.2
743.0,L55282,182.0,1.0,300.3
745.0,L51284,5.0,0.0,302.0
746.0,L57110,13.0,0.0,298.3
747.0,L48138,74.0,0.0,295.8
748.0,L56161,126.0,0.0,297.0
751.0,L55846,37.0,0.0,297.5
753.0,L48790,64.0,0.0,297.8
754.0,L49185,20.0,0.0,298.5
756.0,L53415,157.0,1.0,301.0
758.0,L53138,57.0,0.0,300.6
759.0,L50406,24.0,0.0,300.5
760.0,L52163,203.0,1.0,303.8
762.0,L50848,137.0,0.0,302.3
763.0,L48362,23.0,0.0,297.3
764.0,L56349,186.0,1.0,297.7
765.0,L50074,85.0,0.0,300.6
766.0,L53793,64.0,0.0,301.7
767.0,L55928,126.0,0.0,297.4
768.0,L49591,194.0,1.0,299.0
769.0,L55265,143.0,0.0,300.2
770.0,L52885,137.0,0.0,302.3
771.0,L53140,174.0,1.0,300.6
772.0,L52038,118.0,0.0,303.7
773.0,L48818,104.0,0.0,297.9
774.0,L54409,153.0,1.0,299.8
775.0,L49912,138.0,0.0,299.7
776.0,L54241,155.0,1.0,300.6
777.0,L56331,96.0,0.0,297.6
778.0,L48595,203.0,1.0,298.7
779.0,L52041,109.0,0.0,303.7
780.0,L56664,150.0,0.0,298.9
781.0,L55652,106.0,0.0,298.5
782.0,L55271,153.0,1.0,300.2
783.0,L49054,119.0,0.0,298.4
784.0,L56277,206.0,1.0,297.3
787.0,L55704,10.0,0.0,298.3
788.0,L51135,28.0,0.0,302.3
790.0,L50232,35.0,0.0,300.1
791.0,L52388,9.0,0.0,303.8
793.0,L52413,29.0,0.0,303.6
794.0,L53307,107.0,0.0,300.8
796.0,L56681,15.0,0.0,299.2
797.0,L51773,28.0,0.0,303.0
798.0,L49061,118.0,0.0,298.0
800.0,L47912,45.0,0.0,297.2
801.0,L51737,9.0,0.0,302.7
802.0,L47355,53.0,0.0,298.2
804.0,L51097,137.0,0.0,302.6
805.0,L51173,96.0,0.0,302.2
806.0,L53269,12.0,0.0,300.9
809.0,L53022,37.0,0.0,301.4
810.0,L55348,148.0,0.0,299.7
813.0,L55663,108.0,0.0,298.2
814.0,L57142,87.0,0.0,298.2
815.0,L51979,170.0,1.0,303.5
817.0,L55656,78.0,0.0,298.5
818.0,L50029,207.0,1.0,300.4
819.0,L54805,76.0,0.0,300.6
820.0,L52661,191.0,1.0,302.6
821.0,L55270,153.0,1.0,300.1
822.0,L51211,229.0,1.0,302.0
823.0,L53339,194.0,1.0,301.0
824.0,L47230,143.0,0.0,298.9
826.0,L49988,109.0,0.0,299.9
828.0,L54888,0.0,0.0,300.5
829.0,L51247,78.0,0.0,301.9
830.0,L54529,30.0,0.0,299.5
831.0,L47356,39.0,0.0,298.2
832.0,L56697,0.0,0.0,299.0
833.0,L50548,201.0,1.0,301.4
834.0,L53013,114.0,0.0,301.3
836.0,L56456,49.0,0.0,298.2
837.0,L48567,131.0,0.0,298.8
838.0,L56634,114.0,0.0,298.4
839.0,L50398,126.0,0.0,300.6
842.0,L54167,163.0,1.0,300.7
843.0,L53078,174.0,1.0,301.0
844.0,L53154,159.0,1.0,300.5
845.0,L49274,28.0,0.0,299.5
846.0,L55590,132.0,0.0,298.5
847.0,L55358,176.0,1.0,299.5
848.0,L47183,7.0,0.0,298.2
849.0,L48758,186.0,1.0,298.2
852.0,L51284,199.0,1.0,302.1
853.0,L52942,68.0,0.0,301.8
854.0,L51560,223.0,1.0,301.9
855.0,L54348,56.0,0.0,300.3
856.0,L52526,92.0,0.0,303.4
857.0,L55993,125.0,0.0,297.1
858.0,L47720,0.0,0.0,297.4
859.0,L50373,2.0,0.0,300.0
860.0,L55669,121.0,0.0,298.4
861.0,L49551,168.0,1.0,299.3
862.0,L53193,38.0,0.0,300.7
863.0,L56319,108.0,0.0,297.5
864.0,L53528,19.0,0.0,300.1
868.0,L49421,197.0,1.0,299.2
869.0,L49410,173.0,1.0,299.7
870.0,L54339,186.0,1.0,300.1
873.0,L56639,123.0,0.0,298.4
874.0,L47523,28.0,0.0,297.4
878.0,L50586,113.0,0.0,301.2
879.0,L47706,55.0,0.0,297.6
880.0,L48260,188.0,1.0,297.0
881.0,L49693,25.0,0.0,298.9
882.0,L48358,158.0,1.0,297.3
884.0,L48858,215.0,1.0,298.0
885.0,L56763,15.0,0.0,299.4
886.0,L56084,0.0,0.0,297.4
888.0,L50551,196.0,1.0,301.4
889.0,L49782,149.0,0.0,299.4
890.0,L53728,119.0,0.0,301.4
891.0,L52638,0.0,0.0,303.1
892.0,L48329,162.0,1.0,297.2
893.0,L54595,188.0,1.0,300.0
894.0,L55376,217.0,1.0,299.4
896.0,L52888,64.0,0.0,302.2
897.0,L54719,76.0,0.0,300.2
898.0,L53862,9.0,0.0,301.5
902.0,L52052,107.0,0.0,303.7
904.0,L47256,206.0,1.0,298.8
905.0,L53060,129.0,0.0,301.5
906.0,L50355,179.0,1.0,300.1
907.0,L53966,0.0,0.0,301.2
908.0,L53450,30.0,0.0,300.9
909.0,L55753,130.0,0.0,297.6
910.0,L48490,192.0,1.0,298.9
911.0,L47790,58.0,0.0,296.9
912.0,L50526,174.0,1.0,301.3
913.0,L50935,156.0,1.0,302.3
914.0,L47982,106.0,0.0,296.9
915.0,L50343,150.0,0.0,300.4
916.0,L48449,196.0,1.0,298.1
917.0,L48306,111.0,0.0,296.9
918.0,L48607,4.0,0.0,298.7
920.0,L49857,141.0,0.0,299.8
921.0,L50162,117.0,0.0,300.6
922.0,L50508,129.0,0.0,301.6
924.0,L56474,95.0,0.0,298.2
925.0,L48969,9.0,0.0,298.6
926.0,L56303,68.0,0.0,297.4
927.0,L55605,98.0,0.0,299.1
929.0,L47589,2.0,0.0,297.5
930.0,L47230,143.0,0.0,298.8
931.0,L53631,73.0,0.0,300.7
935.0,L56746,179.0,1.0,299.8
936.0,L48247,153.0,1.0,296.9
937.0,L48953,27.0,0.0,298.0
938.0,L56267,146.0,0.0,297.2
939.0,L49762,193.0,1.0,299.2
942.0,L53973,197.0,1.0,301.3
944.0,L50501,112.0,0.0,301.4
947.0,L53382,12.0,0.0,301.0
948.0,L49958,35.0,0.0,300.2
949.0,L53754,181.0,1.0,301.4
950.0,L53525,13.0,0.0,300.0
951.0,L49868,33.0,0.0,299.9
953.0,L51184,157.0,1.0,302.1
954.0,L55273,160.0,1.0,300.2
956.0,L49320,158.0,1.0,299.3
959.0,L56583,177.0,1.0,297.7
960.0,L54642,119.0,0.0,300.0
961.0,L48634,85.0,0.0,299.0
962.0,L54758,171.0,1.0,300.4
963.0,L54574,160.0,1.0,299.8
964.0,L56253,57.0,0.0,297.2
965.0,L54160,17.0,0.0,300.7
966.0,L51125,0.0,0.0,302.2
968.0,L50840,85.0,0.0,302.2
